Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;83523;5089;1662;9726;114354,10;91639,42;34306,23;228708,20;0.00;0.00;0,319062;0,081956;0,665565;0,018902;307;37;0,00;1844,14;3961,81;0,097260;0,00;0,170370;0,164770
2;82732;5771;1864;9633;112534,28;89543,72;33760,28;225068,56;0.00;0.00;0,325766;0,092733;0,667296;0,017789;377;54;0,00;1827,56;3948,88;0,096330;0,00;0,178240;0,172680
3;82925;5019;1679;10377;113803,24;90859,05;34140,97;227606,47;0.00;0.00;0,324108;0,113425;0,666033;0,019522;311;33;0,00;1819,90;3957,98;0,103770;0,00;0,176500;0,170750
4;81792;6199;2025;9984;112083,29;89203,28;33624,99;224166,58;0.00;0.00;0,333967;0,185389;0,667734;0,018450;416;41;0,00;1793,01;3937,89;0,099840;0,00;0,187500;0,182080
5;83417;5366;1655;9562;113268,78;90491,02;33980,63;226537,56;0.00;0.00;0,320476;0,098202;0,666680;0,017273;342;31;0,00;1835,82;3957,04;0,095620;0,00;0,171560;0,165830
6;82654;5831;1929;9586;113078,26;90793,22;33923,48;226156,53;0.00;0.00;0,326260;0,032917;0,666799;0,018321;393;49;0,00;1818,29;3952,22;0,095860;0,00;0,179400;0,173460
7;84641;4331;1585;9443;116020,91;92726,73;34806,27;232041,81;0.00;0.00;0,310532;0,173336;0,667906;0,018358;259;40;0,00;1870,60;3967,12;0,094430;0,00;0,160080;0,153590
8;84164;4893;1581;9362;114797,98;92308,80;34439,40;229595,97;0.00;0.00;0,314143;0,117135;0,666988;0,017270;288;44;0,00;1855,24;3960,12;0,093620;0,00;0,164460;0,158360
9;83230;5344;1754;9672;113213,16;90891,95;33963,95;226426,32;0.00;0.00;0,322061;0,156055;0,667028;0,017393;393;48;0,00;1836,98;3950,15;0,096720;0,00;0,173340;0,167700
10;87234;2684;1823;8259;120097,80;96610,73;36029,34;240195,60;0.00;0.00;0,288918;0,078397;0,665754;0,020308;288;49;0,00;1926,47;3993,87;0,082590;0,00;0,135030;0,127660
11;84156;4975;1678;9191;115618,44;92346,38;34685,53;231236,88;0.00;0.00;0,314885;0,156579;0,667115;0,017922;348;37;0,00;1851,14;3946,43;0,091910;0,00;0,164320;0,158440
12;82476;5808;2003;9713;112406,24;90045,49;33721,87;224812,47;0.00;0.00;0,327791;0,107445;0,667571;0,018089;409;36;0,00;1808,98;3944,39;0,097130;0,00;0,180770;0,175240
13;83941;4864;1589;9606;114415,83;92082,79;34324,75;228831,67;0.00;0.00;0,316050;0,075924;0,666888;0,017788;268;44;0,00;1853,55;3958,00;0,096060;0,00;0,166740;0,160590
14;84725;4082;1592;9601;115698,03;92441,56;34709,41;231396,05;0.00;0.00;0,309291;0,114889;0,667256;0,018096;273;25;0,00;1870,75;3968,17;0,096010;0,00;0,159310;0,152750
15;87540;2546;1574;8340;119401,53;95828,52;35820,46;238803,06;0.00;0.00;0,286611;0,129334;0,667756;0,017624;251;41;0,00;1941,54;3989,48;0,083400;0,00;0,132230;0,124600
16;80388;6643;2374;10595;110519,38;88183,49;33155,81;221038,76;0.00;0.00;0,345531;0,190942;0,663459;0,020928;488;48;0,00;1750,04;3924,92;0,105950;0,00;0,200920;0,196120
17;83936;4770;1612;9682;114786,47;92154,64;34435,94;229572,94;0.00;0.00;0,315839;0,173801;0,668301;0,018363;303;41;0,00;1861,02;3952,05;0,096820;0,00;0,166920;0,160640
18;83977;5248;1581;9194;114288,62;91254,29;34286,59;228577,23;0.00;0.00;0,315634;0,127744;0,667029;0,016892;316;30;0,00;1857,12;3972,43;0,091940;0,00;0,166650;0,160230
19;86316;3399;1557;8728;117599,55;94328,17;35279,87;235199,11;0.00;0.00;0,296276;0,152284;0,668889;0,017386;248;45;0,00;1916,30;3972,68;0,087280;0,00;0,143470;0,136840
20;82638;5729;1982;9651;112536,26;90119,56;33760,88;225072,52;0.00;0.00;0,326698;0,092436;0,666992;0,018026;394;35;0,00;1812,96;3951,39;0,096510;0,00;0,178980;0,173620
21;85967;3378;1613;9042;117260,95;93830,53;35178,29;234521,90;0.00;0.00;0,299038;0,098556;0,666338;0,018483;256;36;0,00;1903,27;3972,79;0,090420;0,00;0,147090;0,140330
22;85461;3906;1596;9037;116220,39;93683,86;34866,12;232440,78;0.00;0.00;0,303418;0,165997;0,667774;0,017851;276;41;0,00;1896,69;3977,69;0,090370;0,00;0,152060;0,145390
23;84598;4470;1519;9413;115686,42;92787,12;34705,93;231372,84;0.00;0.00;0,310881;0,144670;0,668001;0,017932;261;37;0,00;1873,68;3961,81;0,094130;0,00;0,160050;0,154020
24;84802;4803;1582;8813;115694,99;92861,97;34708,50;231389,98;0.00;0.00;0,309560;0,122561;0,667392;0,017497;307;41;0,00;1870,27;3976,74;0,088130;0,00;0,157920;0,151980
25;83321;5679;1663;9337;113870,54;90844,33;34161,16;227741,09;0.00;0.00;0,321162;0,113858;0,667467;0,017499;362;31;0,00;1834,83;3954,50;0,093370;0,00;0,173090;0,166790
26;83096;5668;1865;9371;113195,70;90646,62;33958,71;226391,39;0.00;0.00;0,323081;0,155197;0,666775;0,017920;393;38;0,00;1827,09;3952,58;0,093710;0,00;0,174450;0,169040
27;86223;3437;1492;8848;117321,43;93603,47;35196,43;234642,87;0.00;0.00;0,297329;0,123983;0,666453;0,017431;260;50;0,00;1910,53;3976,61;0,088480;0,00;0,144050;0,137770
28;84471;4977;1578;8974;115237,34;92245,04;34571,20;230474,69;0.00;0.00;0,312306;0,110949;0,666371;0,016569;301;42;0,00;1860,88;3973,81;0,089740;0,00;0,161590;0,155290
29;83079;5711;1863;9347;113222,66;90597,69;33966,80;226445,33;0.00;0.00;0,323154;0,147429;0,666890;0,017026;355;32;0,00;1832,29;3946,76;0,093470;0,00;0,174880;0,169210
30;85988;3896;1507;8609;117032,53;93674,56;35109,76;234065,06;0.00;0.00;0,299173;0,175155;0,667937;0,016762;266;35;0,00;1911,12;3978,28;0,086090;0,00;0,147220;0,140120
