Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;42400;32652;21848;3100;142963,65;116454,18;42889,09;285927,30;0.00;0.00;0,330707;0,093355;0,540747;0,193619;0;0;0,00;740,49;4610,57;0,031000;0,00;0,031000;0,031000
2;44987;31152;20991;2870;145337,52;118684,09;43601,26;290675,05;0.00;0.00;0,329883;0,106138;0,549321;0,182629;0;0;0,00;805,99;4710,23;0,028700;0,00;0,028700;0,028700
3;42136;32676;22339;2849;143192,57;116779,11;42957,77;286385,14;0.00;0.00;0,329654;0,126767;0,540297;0,195109;0;0;0,00;731,87;4614,67;0,028490;0,00;0,028490;0,028490
4;41945;33054;22042;2959;143350,10;116930,82;43005,03;286700,19;0.00;0.00;0,330009;0,201347;0,543075;0,193016;0;0;0,00;728,13;4598,88;0,029590;0,00;0,029590;0,029590
5;44979;31151;20963;2907;145927,79;119089,74;43778,34;291855,59;0.00;0.00;0,330069;0,112191;0,551219;0,180140;0;0;0,00;803,98;4713,39;0,029070;0,00;0,029070;0,029070
6;39705;34280;23030;2985;141225,65;115069,90;42367,70;282451,30;0.00;0.00;0,329137;0,038772;0,535499;0,203379;0;0;0,00;690,42;4532,33;0,029850;0,00;0,029850;0,029850
7;45142;31260;20642;2956;146683,61;120102,11;44005,08;293367,22;0.00;0.00;0,329781;0,187752;0,553420;0,177830;0;0;0,00;810,11;4712,18;0,029560;0,00;0,029560;0,029560
8;45391;30795;20972;2842;146432,58;120304,88;43929,77;292865,16;0.00;0.00;0,329882;0,131906;0,550371;0,181341;0;0;0,00;810,13;4707,95;0,028420;0,00;0,028420;0,028420
9;43099;31957;22024;2920;144727,88;118245,36;43418,36;289455,75;0.00;0.00;0,330467;0,172185;0,545290;0,188965;0;0;0,00;753,75;4640,22;0,029200;0,00;0,029200;0,029200
10;46450;30061;20665;2824;148503,07;121884,70;44550,92;297006,15;0.00;0.00;0,329581;0,088874;0,555070;0,173951;0;0;0,00;847,75;4733,98;0,028240;0,00;0,028240;0,028240
11;40307;33852;22860;2981;142122,01;115180,89;42636,60;284244,03;0.00;0.00;0,329996;0,172412;0,536161;0,202515;0;0;0,00;693,35;4532,53;0,029810;0,00;0,029810;0,029810
12;45388;30672;21025;2915;145801,46;119050,35;43740,44;291602,93;0.00;0.00;0,330238;0,122488;0,551442;0,180586;0;0;0,00;812,71;4709,44;0,029150;0,00;0,029150;0,029150
13;43520;32005;21616;2859;144469,88;118396,22;43340,96;288939,77;0.00;0.00;0,329748;0,087008;0,545128;0,188050;0;0;0,00;764,79;4670,00;0,028590;0,00;0,028590;0,028590
14;41493;33244;22299;2964;142398,27;116365,17;42719,48;284796,53;0.00;0.00;0,329725;0,127810;0,539637;0,197103;0;0;0,00;718,88;4601,73;0,029640;0,00;0,029640;0,029640
15;46649;30178;20443;2730;149101,43;122305,07;44730,43;298202,87;0.00;0.00;0,328552;0,143508;0,556953;0,171496;0;0;0,00;850,94;4753,88;0,027300;0,00;0,027300;0,027300
16;44210;31547;21377;2866;145077,40;118562,21;43523,22;290154,80;0.00;0.00;0,329990;0,205376;0,546692;0,185585;0;0;0,00;783,61;4681,55;0,028660;0,00;0,028660;0,028660
17;42313;32858;21795;3034;143988,31;117629,52;43196,49;287976,63;0.00;0.00;0,330465;0,188498;0,544167;0,192615;0;0;0,00;739,85;4620,52;0,030340;0,00;0,030340;0,030340
18;43007;32312;21823;2858;143739,85;117479,84;43121,95;287479,70;0.00;0.00;0,329820;0,142257;0,544267;0,189818;0;0;0,00;756,14;4674,72;0,028580;0,00;0,028580;0,028580
19;42527;32594;21958;2921;143911,04;117415,80;43173,31;287822,08;0.00;0.00;0,329856;0,166985;0,544634;0,191774;0;0;0,00;746,59;4628,90;0,029210;0,00;0,029210;0,029210
20;39590;34605;22734;3071;140890,78;114540,76;42267,23;281781,57;0.00;0.00;0,329416;0,105899;0,535903;0,202609;0;0;0,00;682,42;4522,19;0,030710;0,00;0,030710;0,030710
21;38109;35381;23564;2946;140479,99;113907,77;42144,00;280959,98;0.00;0.00;0,327299;0,110167;0,530862;0,209061;0;0;0,00;658,73;4434,50;0,029460;0,00;0,029460;0,029460
22;45085;30792;21189;2934;146192,60;120119,70;43857,78;292385,20;0.00;0.00;0,330345;0,180963;0,552068;0,180117;0;0;0,00;808,41;4702,58;0,029340;0,00;0,029340;0,029340
23;47764;29494;19912;2830;149345,24;122641,81;44803,57;298690,47;0.00;0.00;0,328630;0,159645;0,560248;0,167705;0;0;0,00;887,77;4785,27;0,028300;0,00;0,028300;0,028300
24;41389;33284;22338;2989;142597,85;116105,42;42779,35;285195,70;0.00;0.00;0,330295;0,137208;0,540197;0,196512;0;0;0,00;721,04;4593,15;0,029890;0,00;0,029890;0,029890
25;43050;32404;21635;2911;143938,31;116916,99;43181,49;287876,63;0.00;0.00;0,330181;0,128604;0,545037;0,189483;0;0;0,00;757,90;4656,88;0,029110;0,00;0,029110;0,029110
