Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;52952;21088;14076;11884;118245,03;94905,64;35473,51;236490,05;0.00;0.00;0,454171;0,089493;0,599676;0,115853;0;0;0,00;663,46;4239,75;0,118840;0,00;0,470480;0,118840
2;51119;21754;14543;12584;115325,00;92298,20;34597,50;230650,01;0.00;0.00;0,464278;0,101930;0,594209;0,125869;0;0;0,00;382,99;4217,33;0,125840;0,00;0,488810;0,125840
3;52650;21135;14085;12130;117919,48;94830,75;35375,84;235838,96;0.00;0.00;0,456381;0,123357;0,599362;0,116722;0;0;0,00;626,61;4250,89;0,121300;0,00;0,473500;0,121300
4;51004;21685;14544;12767;115713,62;92819,72;34714,09;231427,24;0.00;0.00;0,465332;0,202514;0,596864;0,124203;0;0;0,00;365,71;4201,82;0,127670;0,00;0,273110;0,127670
5;51474;21869;14384;12273;116713,62;93297,00;35014,08;233427,23;0.00;0.00;0,461544;0,108212;0,596751;0,121453;0;0;0,00;441,72;4218,38;0,122730;0,00;0,485260;0,122730
6;50810;22280;14692;12218;116371,81;93189,95;34911,54;232743,62;0.00;0.00;0,463470;0,036350;0,595406;0,125062;0;0;0,00;340,44;4207,48;0,122180;0,00;0,269100;0,122180
7;52024;21770;14287;11919;117962,71;94845,15;35388,81;235925,41;0.00;0.00;0,457728;0,187544;0,598878;0,119520;0;0;0,00;523,62;4220,13;0,119190;0,00;0,479760;0,119190
8;53616;21025;13633;11726;118963,03;96397,19;35688,91;237926,06;0.00;0.00;0,451252;0,128121;0,601864;0,114006;0;0;0,00;725,85;4245,00;0,117260;0,00;0,463840;0,117260
9;51675;21885;14290;12150;116703,33;93651,26;35011,00;233406,67;0.00;0.00;0,460224;0,170739;0,596020;0,122533;0;0;0,00;476,55;4208,59;0,121500;0,00;0,483250;0,121500
10;53046;21528;14013;11413;120257,93;96766,30;36077,38;240515,85;0.00;0.00;0,452092;0,084746;0,601663;0,112786;0;0;0,00;675,17;4235,54;0,114130;0,00;0,469540;0,114130
11;50652;21909;14381;13058;115079,59;91683,52;34523,88;230159,18;0.00;0.00;0,467596;0,170839;0,593604;0,127470;0;0;0,00;317,61;4178,51;0,130580;0,00;0,274390;0,130580
12;52882;21273;14058;11787;118279,16;95488,14;35483,75;236558,33;0.00;0.00;0,454394;0,118337;0,601566;0,115615;0;0;0,00;640,57;4243,48;0,117870;0,00;0,471180;0,117870
13;52210;21552;13947;12291;117170,50;94486,63;35151,15;234341,01;0.00;0.00;0,458605;0,083200;0,597908;0,119659;0;0;0,00;555,00;4227,03;0,122910;0,00;0,477900;0,122910
14;51490;21691;14336;12483;116413,83;93229,30;34924,15;232827,66;0.00;0.00;0,462099;0,124532;0,596999;0,122615;0;0;0,00;433,55;4218,16;0,124830;0,00;0,485100;0,124830
15;53369;21531;13902;11198;120815,94;97624,66;36244,78;241631,89;0.00;0.00;0,449993;0,140141;0,603164;0,111598;0;0;0,00;700,85;4252,58;0,111980;0,00;0,466310;0,111980
16;54516;20920;13399;11165;120148,60;96953,67;36044,58;240297,19;0.00;0.00;0,445799;0,206228;0,602988;0,110653;0;0;0,00;820,98;4278,97;0,111650;0,00;0,454840;0,111650
17;50131;22398;14816;12655;115377,05;92558,61;34613,12;230754,11;0.00;0.00;0,467435;0,188811;0,593836;0,128426;0;0;0,00;228,92;4182,61;0,126550;0,00;0,274710;0,126550
18;52428;21690;14092;11790;117413,17;94580,59;35223,95;234826,34;0.00;0.00;0,455891;0,139161;0,598849;0,117238;0;0;0,00;593,13;4255,98;0,117900;0,00;0,475720;0,117900
19;51753;21442;14378;12427;116192,01;93265,53;34857,60;232384,02;0.00;0.00;0,460858;0,165436;0,597495;0,122990;0;0;0,00;497,37;4221,94;0,124270;0,00;0,482470;0,124270
20;52023;21359;14077;12541;116173,21;92787,48;34851,96;232346,42;0.00;0.00;0,460387;0,102143;0,597682;0,121309;0;0;0,00;534,16;4215,76;0,125410;0,00;0,479770;0,125410
21;50414;21921;14769;12896;114675,08;91835,55;34402,53;229350,17;0.00;0.00;0,467418;0,106452;0,592168;0,129234;0;0;0,00;282,26;4174,26;0,128960;0,00;0,276650;0,128960
22;53451;20948;13994;11607;118663,03;95920,79;35598,91;237326,05;0.00;0.00;0,451334;0,180064;0,601779;0,114906;0;0;0,00;718,32;4251,08;0,116070;0,00;0,465490;0,116070
23;53470;21389;13752;11389;120329,63;97284,48;36098,89;240659,26;0.00;0.00;0,450281;0,156981;0,603838;0,111917;0;0;0,00;724,33;4253,81;0,113890;0,00;0,465300;0,113890
24;51460;21588;14258;12694;115161,73;92172,03;34548,52;230323,46;0.00;0.00;0,463549;0,134065;0,594699;0,124743;0;0;0,00;435,52;4219,23;0,126940;0,00;0,485400;0,126940
25;50642;21847;14667;12844;114793,72;91563,93;34438,12;229587,44;0.00;0.00;0,467173;0,124955;0,594557;0,126014;0;0;0,00;298,10;4203,79;0,128440;0,00;0,275110;0,128440
26;52196;21739;14125;11940;117417,03;94514,26;35225,11;234834,06;0.00;0.00;0,457256;0,170071;0,598801;0,119385;0;0;0,00;566,96;4216,06;0,119400;0,00;0,478040;0,119400
27;53631;21498;13672;11199;120857,40;97074,85;36257,22;241714,81;0.00;0.00;0,449023;0,135182;0,602223;0,111801;0;0;0,00;743,52;4256,87;0,111990;0,00;0,463690;0,111990
28;50706;21628;14616;13050;114204,72;91179,57;34261,42;228409,44;0.00;0.00;0,467570;0,121574;0,591671;0,129087;0;0;0,00;320,95;4195,52;0,130500;0,00;0,276660;0,130500
29;51573;21837;14308;12282;116297,74;92921,99;34889,32;232595,49;0.00;0.00;0,460924;0,162458;0,595466;0,123356;0;0;0,00;464,95;4205,76;0,122820;0,00;0,484270;0,122820
30;52429;21333;14125;12113;116494,91;93931,21;34948,47;232989,83;0.00;0.00;0,457756;0,190430;0,597143;0,121677;0;0;0,00;591,44;4247,51;0,121130;0,00;0,475710;0,121130
