Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;41869;32421;23180;2530;162608,61;133984,48;48782,58;325217,21;0.00;0.00;0,282911;0,097698;0,544173;0,191568;0;0;194,41;1284,14;4995,41;0,025300;0,00;0,025300;0,025300
2;33282;37944;26343;2431;156661,21;128398,55;46998,36;313322,42;0.00;0.00;0,270841;0,109632;0,525499;0,219156;0;0;169,79;1149,16;4604,66;0,024310;0,00;0,024310;0,024310
3;36645;35636;25389;2330;158497,69;129998,00;47549,31;316995,38;0.00;0.00;0,275830;0,130444;0,530364;0,211737;0;0;182,13;1196,45;4783,96;0,023300;0,00;0,023300;0,023300
4;33811;37424;26360;2405;157290,96;128858,41;47187,29;314581,91;0.00;0.00;0,272094;0,203880;0,527202;0,219058;0;0;168,76;1154,13;4631,31;0,024050;0,00;0,024050;0,024050
5;39791;33631;24106;2472;161612,31;132642,48;48483,69;323224,63;0.00;0.00;0,281153;0,116084;0,540228;0,198092;0;0;191,66;1248,29;4904,67;0,024720;0,00;0,024720;0,024720
6;32764;38384;26417;2435;157184,38;128741,05;47155,31;314368,76;0.00;0.00;0,269730;0,040780;0,525982;0,219411;0;0;165,82;1147,44;4599,63;0,024350;0,00;0,024350;0,024350
7;38490;34478;24515;2517;160124,58;132079,73;48037,37;320249,16;0.00;0.00;0,279777;0,190947;0,536853;0,204104;0;0;182,80;1224,04;4864,24;0,025170;0,00;0,025170;0,025170
8;36742;35855;25032;2371;158964,79;131075,98;47689,44;317929,57;0.00;0.00;0,275835;0,135600;0,531470;0,210095;0;0;181,58;1198,65;4779,61;0,023710;0,00;0,023710;0,023710
9;35345;36509;25685;2461;157662,55;129421,23;47298,77;315325,10;0.00;0.00;0,275009;0,175573;0,527754;0,216260;0;0;179,31;1177,68;4712,50;0,024610;0,00;0,024610;0,024610
10;37187;35273;25150;2390;159858,05;131439,71;47957,41;319716,09;0.00;0.00;0,277304;0,091971;0,531835;0,208834;0;0;175,63;1205,98;4795,34;0,023900;0,00;0,023900;0,023900
11;31701;38774;27112;2413;156104,43;127478,63;46831,33;312208,85;0.00;0.00;0,268025;0,175495;0,520929;0,226611;0;0;156,28;1125,02;4516,19;0,024130;0,00;0,024130;0,024130
12;32848;37849;26815;2488;156048,30;127809,44;46814,49;312096,60;0.00;0.00;0,270886;0,125760;0,524239;0,222409;0;0;159,97;1137,42;4583,08;0,024880;0,00;0,024880;0,024880
13;36079;36052;25435;2434;158372,00;130220,36;47511,60;316744,01;0.00;0.00;0,275733;0,090547;0,530353;0,212033;0;0;178,73;1186,90;4763,95;0,024340;0,00;0,024340;0,024340
14;34744;36747;26049;2460;157002,78;128773,37;47100,84;314005,57;0.00;0.00;0,273880;0,131506;0,526423;0,218589;0;0;165,34;1169,95;4684,59;0,024600;0,00;0,024600;0,024600
15;43862;31339;22527;2272;164974,12;136170,09;49492,24;329948,24;0.00;0.00;0,282495;0,147483;0,550231;0,182502;0;0;214,76;1319,01;5064,84;0,022720;0,00;0,022720;0,022720
16;36747;35873;24973;2407;158805,41;130484,27;47641,62;317610,81;0.00;0.00;0,276445;0,208175;0,531867;0,208546;0;0;179,50;1202,73;4796,30;0,024070;0,00;0,024070;0,024070
17;34018;37203;26297;2482;158050,45;129697,44;47415,13;316100,89;0.00;0.00;0,273126;0,191449;0,528391;0,217214;0;0;164,97;1156,32;4647,26;0,024820;0,00;0,024820;0,024820
18;37356;35190;25087;2367;158717,70;130756,68;47615,31;317435,40;0.00;0.00;0,277353;0,145970;0,532985;0,208324;0;0;182,02;1207,11;4825,24;0,023670;0,00;0,023670;0,023670
19;34459;36762;26375;2404;157679,80;129410,94;47303,94;315359,59;0.00;0.00;0,273547;0,170629;0,528898;0,216352;0;0;171,10;1160,33;4681,80;0,024040;0,00;0,024040;0,024040
