Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,223930;0,860060;0,147593;3,694247;6291,000000;22217499224,406166;0,355224;0,040000;0,300000;0,135557;0,012035;0,933333;0,647500;0,127724;0,042959;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,231119;0,886650;0,156217;3,607793;6291,000000;22426169866,591380;0,357671;0,040000;0,300000;0,149368;0,006849;0,916058;0,612100;0,173056;0,035503;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,230115;0,876060;0,160867;3,636248;6291,000000;22353150853,323025;0,374105;0,040000;0,300000;0,149428;0,011439;0,933824;0,661442;0,179076;0,054795;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,231429;0,885200;0,159120;3,615272;6291,000000;22423017797,180100;0,367068;0,040000;0,300000;0,148771;0,010349;0,895683;0,653595;0,167585;0,040462;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,227211;0,866290;0,156154;3,680607;6291,000000;22255741761,042800;0,368047;0,040000;0,300000;0,143361;0,012792;0,909420;0,665012;0,140753;0,045822;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,233728;0,888110;0,169617;3,606640;6291,000000;22432331163,794640;0,345644;0,040000;0,300000;0,161955;0,007662;0,900369;0,662379;0,200918;0,048433;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,227588;0,870530;0,152298;3,656978;6291,000000;22317370033,532250;0,377102;0,040000;0,300000;0,142236;0,010062;0,887273;0,626404;0,159011;0,049869;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,229575;0,876210;0,158409;3,632909;6291,000000;22355960736,546623;0,368179;0,040000;0,300000;0,148642;0,009767;0,904762;0,640805;0,158273;0,054286;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,231635;0,880530;0,160366;3,620833;6291,000000;22406426674,330254;0,369607;0,040000;0,300000;0,152459;0,007907;0,921429;0,630499;0,164454;0,042135;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,231275;0,873860;0,166121;3,647198;6291,000000;22341663838,155598;0,368422;0,040000;0,300000;0,157710;0,008411;0,916968;0,693182;0,168157;0,069444;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
11;-0,232560;0,892390;0,160187;3,582748;6291,000000;22503801084,033806;0,370977;0,040000;0,300000;0,148883;0,011304;0,906716;0,689139;0,176101;0,039548;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,232949;0,888390;0,167063;3,597895;6291,000000;22466699750,341614;0,354686;0,040000;0,300000;0,156490;0,010574;0,940741;0,656766;0,193042;0,020349;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,230781;0,878110;0,159641;3,630114;6291,000000;22365813126,657482;0,383719;0,040000;0,300000;0,149952;0,009690;0,929368;0,669782;0,173996;0,033708;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,232208;0,882860;0,163240;3,613537;6291,000000;22423862032,491270;0,385263;0,040000;0,300000;0,153210;0,010030;0,942238;0,638554;0,165803;0,050279;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
15;-0,225512;0,852580;0,158651;3,729958;6291,000000;22101683480,864666;0,374537;0,040000;0,300000;0,146478;0,012173;0,905263;0,648649;0,138756;0,055000;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
16;-0,230181;0,875680;0,162278;3,640573;6291,000000;22323431943,522556;0,357270;0,040000;0,300000;0,153499;0,008778;0,916364;0,603448;0,190658;0,055980;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
17;-0,229251;0,885910;0,148014;3,618423;6291,000000;22433270598,542820;0,373040;0,040000;0,300000;0,140483;0,007531;0,882784;0,611111;0,159700;0,045181;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
18;-0,229198;0,874610;0,158585;3,650796;6291,000000;22318617549,336075;0,348831;0,040000;0,300000;0,148278;0,010307;0,937956;0,663793;0,150624;0,054054;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
19;-0,230872;0,883370;0,160963;3,616155;6291,000000;22411416306,017680;0,365578;0,040000;0,300000;0,148796;0,012167;0,919708;0,661654;0,187807;0,045070;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
20;-0,230521;0,882460;0,157935;3,617678;6291,000000;22397767371,989740;0,364105;0,040000;0,300000;0,148823;0,009112;0,896296;0,644654;0,162887;0,051630;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
21;-0,234547;0,896140;0,169018;3,571915;6291,000000;22533372638,448376;0,355059;0,040000;0,300000;0,154909;0,014109;0,942238;0,622951;0,205584;0,040816;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
22;-0,229087;0,870220;0,162156;3,670326;6291,000000;22279505856,914062;0,362687;0,040000;0,300000;0,149647;0,012509;0,917563;0,625304;0,152364;0,066327;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
23;-0,223628;0,851310;0,153601;3,736515;6291,000000;22124214489,622326;0,371425;0,040000;0,300000;0,138679;0,014922;0,920755;0,672098;0,123431;0,048276;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
24;-0,231297;0,887980;0,158953;3,600178;6291,000000;22448544837,201290;0,362514;0,040000;0,300000;0,147844;0,011108;0,918519;0,573427;0,192650;0,047198;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
25;-0,231817;0,885050;0,161108;3,613078;6291,000000;22431115972,382534;0,363851;0,040000;0,300000;0,150077;0,011031;0,901818;0,672956;0,171429;0,029070;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
26;-0,230658;0,882560;0,157654;3,626718;6291,000000;22391990255,146210;0,367627;0,040000;0,300000;0,148007;0,009647;0,911439;0,625000;0,176107;0,050847;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
27;-0,229888;0,872030;0,161826;3,653234;6291,000000;22341592619,913490;0,391353;0,040000;0,300000;0,150530;0,011296;0,882353;0,665746;0,168977;0,069705;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
28;-0,230653;0,891510;0,156155;3,591174;6291,000000;22488347643,953964;0,351905;0,040000;0,300000;0,144588;0,011567;0,930769;0,602230;0,177479;0,054217;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
29;-0,233002;0,882490;0,171106;3,619408;6291,000000;22394262665,277668;0,359294;0,040000;0,300000;0,160553;0,010553;0,923913;0,673591;0,195279;0,049133;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
30;-0,229319;0,874370;0,158156;3,645627;6291,000000;22315894138,752174;0,383976;0,040000;0,300000;0,144917;0,013239;0,921933;0,645833;0,172570;0,039106;0,000000;0,000000;3250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
