Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
21;21810;43920;31992;2278;168298,37;138818,89;50489,51;336596,73;0.00;0.00;0,209155;0,117302;0,503670;0,253182;0;0;528,37;1559,81;4044,95;0,022780;0,00;0,022780;0,022780
22;24105;42814;30682;2399;169359,29;139961,01;50807,79;338718,58;0.00;0.00;0,216683;0,188621;0,510586;0,243712;0;0;536,81;1594,10;4294,97;0,023990;0,00;0,023990;0,023990
23;29206;40081;28395;2318;173227,07;143371,39;51968,12;346454,14;0.00;0.00;0,228159;0,167466;0,519923;0,229778;0;0;559,48;1661,61;4716,96;0,023180;0,00;0,023180;0,023180
24;22494;43415;31722;2369;168872,95;139270,33;50661,89;337745,91;0.00;0.00;0,212503;0,144919;0,507391;0,248718;0;0;529,76;1569,24;4122,76;0,023690;0,00;0,023690;0,023690
25;25527;41985;30134;2354;170564,84;140599,29;51169,45;341129,68;0.00;0.00;0,220384;0,136384;0,512736;0,240895;0;0;544,83;1609,11;4429,48;0,023540;0,00;0,023540;0,023540
26;23924;43038;30659;2379;169499,96;139458,42;50849,99;338999,91;0.00;0.00;0,215975;0,179053;0,509082;0,245902;0;0;537,92;1588,61;4286,33;0,023790;0,00;0,023790;0,023790
27;29673;39577;28347;2403;173635,28;143105,96;52090,58;347270,55;0.00;0.00;0,230488;0,146692;0,519473;0,228832;0;0;555,32;1657,98;4747,12;0,024030;0,00;0,024030;0,024030
28;23002;43192;31443;2363;168603,52;139015,49;50581,06;337207,04;0.00;0.00;0,213562;0,132450;0,505059;0,251271;0;0;529,55;1576,54;4181,55;0,023630;0,00;0,023630;0,023630
29;24891;42421;30443;2245;170383,64;140230,28;51115,09;340767,27;0.00;0.00;0,217570;0,171372;0,511272;0,242907;0;0;541,56;1604,90;4386,09;0,022450;0,00;0,022450;0,022450
30;24080;42922;30781;2217;169998,84;140407,59;50999,65;339997,68;0.00;0.00;0,215037;0,196759;0,509785;0,245363;0;0;538,96;1594,97;4284,97;0,022170;0,00;0,022170;0,022170
