Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,266788;0,928610;0,288331;3,620805;7041,000000;35967294777,531010;0,379579;0,040000;0,300000;0,277180;0,011151;0,977099;0,920455;0,587393;0,103627;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,267386;0,942480;0,272280;3,542556;7041,000000;36183448048,375200;0,373126;0,040000;0,300000;0,261940;0,010340;0,926070;0,888298;0,596567;0,088235;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,254855;0,912470;0,252835;3,689563;7041,000000;35784171224,800255;0,387224;0,040000;0,300000;0,240827;0,012008;0,927481;0,826797;0,515924;0,074803;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,265380;0,937590;0,267890;3,570011;7041,000000;36091716236,088646;0,371849;0,040000;0,300000;0,258716;0,009174;0,930769;0,934343;0,555556;0,115385;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,260331;0,923360;0,269057;3,655837;7041,000000;35876927044,753830;0,385952;0,040000;0,300000;0,253962;0,015094;0,917293;0,877778;0,551451;0,111650;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,263806;0,935250;0,267075;3,587763;7041,000000;36054340009,629160;0,358909;0,040000;0,300000;0,257443;0,009632;0,951128;0,928205;0,582734;0,102190;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,256132;0,911880;0,264182;3,704409;7041,000000;35729697677,893010;0,361187;0,040000;0,300000;0,250000;0,014182;0,912214;0,838235;0,492248;0,088462;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,257314;0,919120;0,262554;3,662994;7041,000000;35843845640,949820;0,372816;0,040000;0,300000;0,246772;0,015782;0,924528;0,901639;0,517333;0,080717;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,265664;0,928940;0,279153;3,619803;7041,000000;35983447406,848366;0,377221;0,040000;0,300000;0,269968;0,009185;0,940741;0,935065;0,598886;0,074074;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,266198;0,930370;0,283320;3,617878;7041,000000;35983323681,313470;0,380809;0,040000;0,300000;0,273917;0,009403;0,932075;0,913043;0,630178;0,130682;0,000000;0,000000;4750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
