Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;54617;17320;11334;16729;106055,41;83733,28;31816,62;212110,82;0.00;0.00;0,497556;0,087017;0,620043;0,088245;0;0;0,00;725,27;4001,75;0,167290;0,00;0,453830;0,453830
2;54942;17504;11400;16154;106776,43;84414,62;32032,93;213552,87;0.00;0.00;0,494472;0,099427;0,621287;0,087936;0;0;0,00;746,15;4017,04;0,161540;0,00;0,450580;0,450580
3;56843;17157;10858;15142;110052,03;87882,83;33015,61;220104,07;0.00;0.00;0,481273;0,120401;0,626085;0,079156;0;0;0,00;903,64;4057,54;0,151420;0,00;0,431570;0,431570
4;53614;17667;11653;17066;104906,15;82872,11;31471,84;209812,29;0.00;0.00;0,504408;0,200724;0,620213;0,092452;0;0;0,00;617,49;3984,36;0,170660;0,00;0,463860;0,463860
5;57900;16913;10455;14732;110738,69;88254,20;33221,61;221477,37;0.00;0.00;0,474748;0,105353;0,627901;0,077097;0;0;0,00;978,86;4064,66;0,147320;0,00;0,421000;0,421000
6;55113;17351;11152;16384;106062,00;83730,50;31818,60;212124,00;0.00;0.00;0,493728;0,034933;0,620937;0,089883;0;0;0,00;761,24;4020,06;0,163840;0,00;0,448870;0,448870
7;57509;16569;10855;15067;109820,58;87570,40;32946,17;219641,16;0.00;0.00;0,477615;0,184539;0,626436;0,080696;0;0;0,00;950,18;4056,29;0,150670;0,00;0,424910;0,424910
8;55906;16764;11094;16236;107412,42;85492,53;32223,73;214824,84;0.00;0.00;0,489500;0,125556;0,623093;0,085154;0;0;0,00;823,29;4024,36;0,162360;0,00;0,440940;0,440940
9;55076;17141;11413;16370;106364,53;84416,17;31909,36;212729,05;0.00;0.00;0,494615;0,168092;0,621066;0,088576;0;0;0,00;753,41;4024,03;0,163700;0,00;0,449240;0,449240
10;59853;16274;9774;14099;112869,69;90611,13;33860,91;225739,39;0.00;0.00;0,461809;0,082154;0,631176;0,071180;0;0;0,00;1106,86;4087,75;0,140990;0,00;0,401470;0,401470
11;54508;17254;11290;16948;105612,09;82968,02;31683,63;211224,18;0.00;0.00;0,499364;0,168117;0,620003;0,091157;0;0;0,00;701,17;3984,53;0,169480;0,00;0,454920;0,454920
12;55167;17349;11244;16240;106587,46;84746,03;31976,24;213174,93;0.00;0.00;0,493368;0,115463;0,622329;0,087896;0;0;0,00;763,20;4007,40;0,162400;0,00;0,448330;0,448330
