Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;44072;31548;20647;3733;137981,54;112533,31;41394,46;275963,08;0.00;0.00;0,352422;0,092326;0,546808;0,185402;0;0;0,00;598,22;4538,19;0,037330;0,00;0,037330;0,037330
2;45011;30961;20459;3569;138465,48;112499,12;41539,64;276930,97;0.00;0.00;0,351481;0,105058;0,549573;0,181724;0;0;0,00;622,08;4580,29;0,035690;0,00;0,035690;0,035690
3;46531;30030;20024;3415;141113,77;115253,69;42334,13;282227,55;0.00;0.00;0,349769;0,125715;0,555648;0,173119;0;0;0,00;665,49;4636,74;0,034150;0,00;0,034150;0,034150
4;43775;31758;20811;3656;137572,84;111915,78;41271,85;275145,69;0.00;0.00;0,352312;0,201068;0,547512;0,186680;0;0;0,00;583,73;4543,76;0,036560;0,00;0,036560;0,036560
5;46606;30096;19809;3489;140815,97;114757,77;42244,79;281631,93;0.00;0.00;0,350190;0,111020;0,555663;0,173447;0;0;0,00;671,89;4630,38;0,034890;0,00;0,034890;0,034890
6;45599;30646;20188;3567;139734,27;114040,91;41920,28;279468,54;0.00;0.00;0,350975;0,038368;0,552756;0,178742;0;0;0,00;641,39;4607,43;0,035670;0,00;0,035670;0,035670
7;46282;29987;20171;3560;140785,17;114971,27;42235,55;281570,35;0.00;0.00;0,351006;0,187043;0,555901;0,174993;0;0;0,00;655,16;4613,18;0,035600;0,00;0,035600;0,035600
8;46603;30136;19797;3464;141081,79;115488,49;42324,54;282163,58;0.00;0.00;0,350036;0,130920;0,555216;0,174189;0;0;0,00;665,66;4611,29;0,034640;0,00;0,034640;0,034640
9;44898;30888;20657;3557;138705,28;112718,20;41611,58;277410,55;0.00;0.00;0,351797;0,171365;0,549307;0,183061;0;0;0,00;617,43;4575,11;0,035570;0,00;0,035570;0,035570
10;46006;30254;20291;3449;141160,68;115282,63;42348,20;282321,36;0.00;0.00;0,350327;0,087710;0,553614;0,175494;0;0;0,00;651,54;4592,37;0,034490;0,00;0,034490;0,034490
