Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;-0,215855;0,814200;0,126700;3,514805;5041,000000;282824971,472742;0,402347;0,040000;0,300000;0,100498;0,026202;0,924460;0,611785;0,071194;0,045627;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
2;-0,212983;0,812940;0,117363;3,525149;5041,000000;246980375,421990;0,412066;0,040000;0,300000;0,086233;0,031130;0,903571;0,598921;0,055319;0,028736;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
3;-0,212779;0,800540;0,127942;3,564046;5041,000000;132352847,857980;0,419050;0,040000;0,300000;0,087270;0,040673;0,921429;0,602374;0,064191;0,026022;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
4;-0,212741;0,820470;0,110444;3,500353;5041,000000;339230715,587484;0,407475;0,040000;0,300000;0,083176;0,027268;0,895105;0,533049;0,071151;0,019455;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
5;-0,210111;0,799220;0,118169;3,567287;5041,000000;120861073,119444;0,411874;0,040000;0,300000;0,078726;0,039442;0,903571;0,559505;0,061031;0,016636;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
6;-0,212865;0,814950;0,113602;3,507394;5041,000000;288977611,420084;0,368046;0,040000;0,300000;0,090517;0,023086;0,925267;0,555347;0,057925;0,033771;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
7;-0,210388;0,801850;0,113687;3,557307;5041,000000;158695228,113419;0,422807;0,040000;0,300000;0,078989;0,034698;0,892593;0,561969;0,062780;0,024209;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
8;-0,213538;0,809960;0,119125;3,521964;5041,000000;255564614,386130;0,401440;0,040000;0,300000;0,092852;0,026273;0,893238;0,571429;0,061861;0,042389;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
9;-0,213163;0,813040;0,116221;3,518587;5041,000000;276213280,247189;0,388509;0,040000;0,300000;0,089656;0,026565;0,921986;0,535211;0,065521;0,026616;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
10;-0,209286;0,790560;0,119638;3,584776;5041,000000;56234979,944029;0,419584;0,040000;0,300000;0,077819;0,041820;0,926056;0,596899;0,053061;0,029630;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
11;-0,213042;0,817330;0,112643;3,495028;5041,000000;341828002,781064;0,390695;0,040000;0,300000;0,088769;0,023874;0,888502;0,526316;0,069056;0,027451;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
12;-0,212799;0,812740;0,115831;3,522780;5041,000000;267201186,416977;0,395147;0,040000;0,300000;0,087620;0,028211;0,913978;0,569832;0,066043;0,019157;0,000000;0,000000;750,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
