Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;30038;39707;27796;2459;167333,15;138589,72;50199,94;334666,29;0.00;0.00;0,240740;0,099317;0,521408;0,226119;0;0;418,71;1480,39;4668,49;0,024590;0,00;0,024590;0,024590
2;24828;42514;30311;2347;163512,90;134839,91;49053,87;327025,79;0.00;0.00;0,227676;0,111861;0,509456;0,244388;0;0;408,58;1415,02;4246,21;0,023470;0,00;0,023470;0,023470
3;33574;37287;26899;2240;169484,56;139853,03;50845,37;338969,12;0.00;0.00;0,246696;0,133605;0,527104;0,217745;0;0;436,91;1522,98;4886,79;0,022400;0,00;0,022400;0,022400
4;26793;41364;29526;2317;164830,68;135622,83;49449,20;329661,36;0.00;0.00;0,232675;0,206038;0,514314;0,238554;0;0;412,95;1441,37;4420,74;0,023170;0,00;0,023170;0,023170
5;32860;37668;27055;2417;169611,02;139647,43;50883,31;339222,04;0.00;0.00;0,246880;0,118829;0,527661;0,217873;0;0;433,84;1515,88;4823,05;0,024170;0,00;0,024170;0,024170
6;26406;41787;29470;2337;165454,71;136209,19;49636,41;330909,43;0.00;0.00;0,231425;0,042063;0,513382;0,239607;0;0;410,88;1436,97;4397,45;0,023370;0,00;0,023370;0,023370
7;33729;37694;26148;2429;170491,36;141294,16;51147,41;340982,72;0.00;0.00;0,247558;0,193735;0,531606;0,213208;0;0;436,21;1532,57;4874,85;0,024290;0,00;0,024290;0,024290
8;31455;38870;27388;2287;169061,27;139712,88;50718,38;338122,54;0.00;0.00;0,242717;0,138632;0,524628;0,222345;0;0;429,80;1498,52;4743,94;0,022870;0,00;0,022870;0,022870
9;26202;41754;29665;2379;164649,90;135161,57;49394,97;329299,79;0.00;0.00;0,231445;0,178197;0,511394;0,241794;0;0;411,15;1437,10;4386,08;0,023790;0,00;0,023790;0,023790
10;35379;36443;25895;2283;171151,42;141717,89;51345,43;342302,84;0.00;0.00;0,249751;0,094873;0,530705;0,211721;0;0;446,42;1548,01;4969,86;0,022830;0,00;0,022830;0,022830
11;23197;43119;31351;2333;162929,44;133359,78;48878,83;325858,88;0.00;0.00;0,223420;0,177737;0,503939;0,252765;0;0;391,53;1391,20;4085,36;0,023330;0,00;0,023330;0,023330
12;34470;36829;26326;2375;170528,19;140984,83;51158,46;341056,38;0.00;0.00;0,249246;0,129714;0,531578;0,212522;0;0;440,18;1530,35;4910,86;0,023750;0,00;0,023750;0,023750
13;31590;38710;27374;2326;168478,63;139060,80;50543,59;336957,26;0.00;0.00;0,243524;0,093156;0,524360;0,222127;0;0;432,89;1499,12;4746,45;0,023260;0,00;0,023260;0,023260
14;26142;41738;29733;2387;164692,45;135576,67;49407,73;329384,90;0.00;0.00;0,231511;0,133966;0,512661;0,240616;0;0;407,25;1428,26;4391,29;0,023870;0,00;0,023870;0,023870
