Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
14;49022;28071;18274;4633;136712,12;111259,40;41013,64;273424,23;0.00;0.00;0,372647;0,126309;0,567973;0,157943;0;0;0,00;593,09;4559,09;0,046330;0,00;0,046330;0,046330
15;49828;27871;18019;4282;138451,01;113319,41;41535,30;276902,01;0.00;0.00;0,369454;0,141493;0,569419;0,154134;0;0;0,00;642,80;4579,79;0,042820;0,00;0,042820;0,042820
16;48227;28605;18564;4604;135254,33;109881,65;40576,30;270508,66;0.00;0.00;0,373747;0,205330;0,562112;0,163749;0;0;0,00;556,07;4528,25;0,046040;0,00;0,046040;0,046040
17;43826;30666;20248;5260;130201,30;105156,27;39060,39;260402,59;0.00;0.00;0,381862;0,188971;0,548975;0,186106;0;0;0,00;400,94;4413,66;0,052600;0,00;0,052600;0,052600
18;46680;29475;19051;4794;133302,96;108583,94;39990,89;266605,93;0.00;0.00;0,376000;0,140938;0,559005;0,168852;0;0;0,00;498,76;4510,88;0,047940;0,00;0,047940;0,047940
19;45179;30005;19855;4961;132073,41;106867,25;39622,02;264146,82;0.00;0.00;0,378750;0,166290;0,553927;0,178760;0;0;0,00;437,90;4451,61;0,049610;0,00;0,049610;0,049610
20;43456;31012;20336;5196;130123,32;104935,64;39037,00;260246,64;0.00;0.00;0,381902;0,104284;0,548870;0,184831;0;0;0,00;383,76;4401,30;0,051960;0,00;0,051960;0,051960
21;45608;29906;19468;5018;131648,27;106732,05;39494,48;263296,53;0.00;0.00;0,378536;0,108695;0,552644;0,178298;0;0;0,00;457,72;4442,59;0,050180;0,00;0,050180;0,050180
22;48836;28202;18259;4703;135915,41;110837,84;40774,62;271830,83;0.00;0.00;0,373012;0,180457;0,566133;0,159911;0;0;0,00;586,08;4543,84;0,047030;0,00;0,047030;0,047030
23;50236;27452;17789;4523;138158,83;112618,76;41447,65;276317,66;0.00;0.00;0,370072;0,158175;0,571598;0,152344;0;0;0,00;669,19;4591,89;0,045230;0,00;0,045230;0,045230
24;46674;29457;19054;4815;133314,62;108359,97;39994,38;266629,23;0.00;0.00;0,376590;0,135435;0,557632;0,172292;0;0;0,00;496,41;4494,47;0,048150;0,00;0,048150;0,048150
25;44722;30533;19748;4997;131422,99;106435,11;39426,90;262845,98;0.00;0.00;0,379570;0,126706;0,552816;0,179279;0;0;0,00;426,13;4447,28;0,049970;0,00;0,049970;0,049970
26;46559;29284;19240;4917;133499,91;108443,91;40049,97;266999,82;0.00;0.00;0,377439;0,170959;0,558061;0,171230;0;0;0,00;486,18;4496,02;0,049170;0,00;0,049170;0,049170
27;50229;27649;17657;4465;138889,34;113019,86;41666,80;277778,69;0.00;0.00;0,369835;0,136524;0,570784;0,151873;0;0;0,00;671,07;4578,38;0,044650;0,00;0,044650;0,044650
28;44911;30457;19383;5249;130511,57;105566,71;39153,47;261023,14;0.00;0.00;0,380636;0,123369;0,550257;0,180399;0;0;0,00;437,29;4450,18;0,052490;0,00;0,052490;0,052490
29;45731;29852;19506;4911;132909,88;107717,28;39872,96;265819,75;0.00;0.00;0,378175;0,163094;0,555532;0,174220;0;0;0,00;461,15;4456,01;0,049110;0,00;0,049110;0,049110
30;45726;30171;19284;4819;132583,88;107803,87;39775,16;265167,75;0.00;0.00;0,377052;0,190205;0,555664;0,175326;0;0;0,00;463,62;4468,86;0,048190;0,00;0,048190;0,048190
