Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
11;44947;28744;18602;7707;124328,91;99616,60;37298,67;248657,81;0.00;0.00;0,415469;0,171904;0,559075;0,172428;0;0;0,00;243,91;4297,99;0,077070;0,00;0,077070;0,077070
12;47868;27327;17717;7088;127157,32;102863,90;38147,20;254314,64;0.00;0.00;0,407309;0,119983;0,568459;0,159290;0;0;0,00;365,88;4388,93;0,070880;0,00;0,070880;0,070880
13;49001;26617;17529;6853;128067,60;103901,45;38420,28;256135,19;0.00;0.00;0,403945;0,084586;0,569437;0,156256;0;0;0,00;420,74;4419,63;0,068530;0,00;0,068530;0,068530
14;48280;26964;17799;6957;128065,84;103727,59;38419,75;256131,67;0.00;0.00;0,405988;0,125888;0,569602;0,157546;0;0;0,00;378,19;4411,33;0,069570;0,00;0,069570;0,069570
15;51054;25977;16718;6251;132106,96;107282,47;39632,09;264213,93;0.00;0.00;0,396135;0,141227;0,578567;0,143259;0;0;0,00;589,42;4461,72;0,062510;0,00;0,229690;0,062510
16;51285;25787;16596;6332;131551,07;106800,14;39465,32;263102,15;0.00;0.00;0,397100;0,205530;0,577845;0,142691;0;0;0,00;615,21;4471,50;0,063320;0,00;0,229280;0,063320
17;45178;28909;18346;7567;124749,68;100524,75;37424,90;249499,37;0.00;0.00;0,413456;0,189306;0,561657;0,170189;0;0;0,00;258,91;4318,14;0,075670;0,00;0,075670;0,075670
18;49463;26637;17186;6714;128156,93;103939,38;38447,08;256313,86;0.00;0.00;0,402333;0,140573;0,571208;0,152811;0;0;0,00;460,38;4447,80;0,067140;0,00;0,067140;0,067140
19;47551;27424;17875;7150;127274,79;103051,53;38182,44;254549,59;0.00;0.00;0,407804;0,165945;0,568223;0,160420;0;0;0,00;347,51;4381,81;0,071500;0,00;0,071500;0,071500
20;47673;27234;17871;7222;126624,76;102459,03;37987,43;253249,51;0.00;0.00;0,408619;0,103600;0,566818;0,161166;0;0;0,00;348,80;4383,47;0,072220;0,00;0,072220;0,072220
21;44967;28707;18800;7526;124154,03;99993,88;37246,21;248308,06;0.00;0.00;0,414118;0,107903;0,557638;0,173295;0;0;0,00;246,98;4295,30;0,075260;0,00;0,075260;0,075260
22;49296;26815;17253;6636;129485,75;105463,34;38845,72;258971,50;0.00;0.00;0,401880;0,180343;0,573393;0,151660;0;0;0,00;452,97;4418,65;0,066360;0,00;0,066360;0,066360
23;49733;26556;17091;6620;130398,05;106206,25;39119,42;260796,11;0.00;0.00;0,401240;0,157751;0,574723;0,149804;0;0;0,00;477,84;4444,70;0,066200;0,00;0,066200;0,066200
24;47738;27362;17925;6975;127088,13;102836,21;38126,44;254176,27;0.00;0.00;0,407526;0,135136;0,567185;0,160591;0;0;0,00;353,07;4391,81;0,069750;0,00;0,069750;0,069750
25;48927;26832;17244;6997;127600,02;103478,15;38280,01;255200,05;0.00;0.00;0,405061;0,126305;0,569960;0,156056;0;0;0,00;417,54;4432,00;0,069970;0,00;0,069970;0,069970
26;48044;27281;17773;6902;127888,57;103513,56;38366,57;255777,14;0.00;0.00;0,406206;0,170522;0,568805;0,158399;0;0;0,00;372,58;4397,02;0,069020;0,00;0,069020;0,069020
27;49144;26629;17400;6827;130313,48;105352,20;39094,04;260626,96;0.00;0.00;0,403660;0,136549;0,573348;0,149486;0;0;0,00;439,11;4416,70;0,068270;0,00;0,068270;0,068270
28;46715;27864;18012;7409;125021,38;100751,21;37506,41;250042,76;0.00;0.00;0,411228;0,122883;0,561763;0,166920;0;0;0,00;313,69;4360,55;0,074090;0,00;0,074090;0,074090
29;48029;27346;17706;6919;127836,55;103460,86;38350,96;255673,10;0.00;0.00;0,406145;0,162890;0,568061;0,158564;0;0;0,00;371,57;4392,01;0,069190;0,00;0,069190;0,069190
30;47849;27516;17586;7049;126627,62;102733,52;37988,28;253255,23;0.00;0.00;0,406996;0,190719;0,566921;0,160671;0;0;0,00;361,76;4397,63;0,070490;0,00;0,070490;0,070490
