Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,250537;0,912230;0,232441;3,644165;6791,000000;31376869419,520590;0,381204;0,040000;0,300000;0,224749;0,007692;0,939850;0,774074;0,405253;0,076046;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,250410;0,921720;0,223022;3,609843;6791,000000;31460301859,136620;0,367056;0,040000;0,300000;0,209390;0,013631;0,909774;0,794258;0,457219;0,045045;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,246089;0,903910;0,222599;3,665184;6791,000000;31320877804,589447;0,389379;0,040000;0,300000;0,207820;0,014778;0,929368;0,775920;0,359425;0,056738;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,254541;0,925390;0,230469;3,592003;6791,000000;31512239469,210200;0,392029;0,040000;0,300000;0,220703;0,009766;0,934363;0,846847;0,457317;0,050505;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,253805;0,918670;0,238726;3,615639;6791,000000;31461821102,724365;0,383546;0,040000;0,300000;0,226915;0,011811;0,931818;0,793103;0,486486;0,064516;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,252929;0,924120;0,230710;3,611690;6791,000000;31465141569,344643;0,362466;0,040000;0,300000;0,221881;0,008829;0,929104;0,850962;0,449438;0,069767;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,245872;0,901790;0,219731;3,682573;6791,000000;31281432417,712772;0,381878;0,040000;0,300000;0,207773;0,011958;0,894545;0,771341;0,332298;0,082707;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,253100;0,914650;0,238193;3,628688;6791,000000;31400688740,160620;0,379482;0,040000;0,300000;0,230664;0,007529;0,898917;0,793443;0,431151;0,055118;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,253786;0,916210;0,243309;3,622040;6791,000000;31444771940,260166;0,367819;0,040000;0,300000;0,232186;0,011123;0,933824;0,867857;0,414254;0,067194;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,255032;0,916150;0,251829;3,623124;6791,000000;31435968777,191240;0,356900;0,040000;0,300000;0,240683;0,011146;0,940741;0,856604;0,432485;0,083004;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
11;-0,257038;0,927580;0,244373;3,572422;6791,000000;31569536515,485160;0,364108;0,040000;0,300000;0,234727;0,009646;0,917293;0,893720;0,532468;0,084746;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,254505;0,917430;0,243454;3,624459;6791,000000;31438041934,502655;0,372643;0,040000;0,300000;0,231776;0,011677;0,951128;0,800000;0,443099;0,048780;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,242794;0,900630;0,207727;3,684060;6791,000000;31275506712,905888;0,376855;0,040000;0,300000;0,195245;0,012481;0,929889;0,759197;0,289813;0,059016;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,247440;0,907970;0,224023;3,665321;6791,000000;31327402159,642790;0,363583;0,040000;0,300000;0,211312;0,012711;0,943609;0,750000;0,358752;0,088968;0,000000;0,000000;4250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
