Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;50310;24211;15970;9509;123076,84;99527,79;36923,05;246153,68;0.00;0.00;0,433486;0,090442;0,583564;0,137185;0;0;0,00;385,98;4314,36;0,095090;0,00;0,254790;0,095090
2;48339;25247;16393;10021;120172,83;96487,53;36051,85;240345,65;0.00;0.00;0,441436;0,103006;0,578210;0,146742;0;0;0,00;206,04;4277,33;0,100210;0,00;0,100210;0,100210
3;49018;24990;16179;9813;121565,76;98118,95;36469,73;243131,52;0.00;0.00;0,438549;0,124076;0,579955;0,142851;0;0;0,00;249,41;4299,64;0,098130;0,00;0,098130;0,098130
4;49936;24275;15912;9877;121509,72;98354,84;36452,92;243019,45;0.00;0.00;0,436627;0,202251;0,583647;0,140391;0;0;0,00;346,71;4311,38;0,098770;0,00;0,098770;0,098770
5;52058;23628;15301;9013;124815,00;100888,21;37444,50;249629,99;0.00;0.00;0,426652;0,108902;0,588860;0,130673;0;0;0,00;596,90;4363,47;0,090130;0,00;0,243140;0,090130
6;49663;24490;16114;9733;121644,79;97968,60;36493,44;243289,58;0.00;0.00;0,436487;0,036946;0,581011;0,143644;0;0;0,00;318,55;4311,32;0,097330;0,00;0,097330;0,097330
7;50897;24135;15645;9323;123785,61;100155,29;37135,68;247571,23;0.00;0.00;0,431002;0,187740;0,586366;0,135971;0;0;0,00;450,39;4335,43;0,093230;0,00;0,249680;0,093230
8;51330;23920;15305;9445;123694,36;100455,75;37108,31;247388,71;0.00;0.00;0,430348;0,129079;0,586045;0,134747;0;0;0,00;510,37;4332,78;0,094450;0,00;0,247500;0,094450
9;50525;24242;15921;9312;123054,16;99515,85;36916,25;246108,33;0.00;0.00;0,432281;0,170974;0,584393;0,136680;0;0;0,00;405,85;4323,94;0,093120;0,00;0,252330;0,093120
10;51670;23712;15543;9075;125038,83;101221,99;37511,65;250077,67;0.00;0.00;0,428001;0,085608;0,586774;0,132461;0;0;0,00;551,81;4345,52;0,090750;0,00;0,246180;0,090750
11;47261;25325;16805;10609;118857,40;94773,30;35657,22;237714,80;0.00;0.00;0,447507;0,171778;0,573732;0,154581;0;0;0,00;150,38;4227,87;0,106090;0,00;0,106090;0,106090
