Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;33148;37878;26470;2504;162868,64;134218,99;48860,59;325737,28;0.00;0.00;0,258557;0,098137;0,525551;0,219446;0;0;297,26;1333,54;4736,75;0,025040;0,00;0,025040;0,025040
2;31136;39014;27492;2358;161592,36;132748,38;48477,71;323184,73;0.00;0.00;0,253863;0,110813;0,522299;0,224880;0;0;294,79;1307,51;4613,72;0,023580;0,00;0,023580;0,023580
3;33452;37482;26790;2276;163084,82;133936,55;48925,45;326169,63;0.00;0.00;0,257941;0,131986;0,526104;0,218366;0;0;300,61;1336,98;4745,23;0,022760;0,00;0,022760;0,022760
4;32956;37954;26743;2347;162808,93;134397,07;48842,68;325617,86;0.00;0.00;0,257349;0,204937;0,527095;0,218553;0;0;299,57;1330,26;4717,70;0,023470;0,00;0,023470;0,023470
5;36713;35529;25304;2454;165449,70;136009,21;49634,91;330899,41;0.00;0.00;0,264582;0,117462;0,534554;0,206959;0;0;311,06;1387,28;4912,81;0,024540;0,00;0,024540;0,024540
6;31453;39231;26947;2369;162412,76;133796,68;48723,83;324825,52;0.00;0.00;0,253874;0,041535;0,524314;0,222698;0;0;300,75;1319,87;4639,82;0,023690;0,00;0,023690;0,023690
7;36009;36182;25356;2453;165336,02;136512,57;49600,81;330672,05;0.00;0.00;0,263093;0,192267;0,535123;0,207065;0;0;311,25;1374,90;4871,21;0,024530;0,00;0,024530;0,024530
8;33526;37693;26460;2321;164141,09;135212,60;49242,33;328282,18;0.00;0.00;0,258028;0,137268;0,527553;0,217203;0;0;301,97;1338,64;4724,96;0,023210;0,00;0,023210;0,023210
9;32037;38575;26985;2403;162646,90;133879,82;48794,07;325293,79;0.00;0.00;0,255862;0,176854;0,524800;0,221156;0;0;297,23;1324,12;4667,60;0,024030;0,00;0,024030;0,024030
10;36226;35724;25737;2313;165478,91;137022,84;49643,67;330957,83;0.00;0.00;0,262827;0,093349;0,531500;0,209701;0;0;310,48;1374,03;4878,82;0,023130;0,00;0,023130;0,023130
11;30918;39666;27054;2362;162918,55;133794,92;48875,56;325837,09;0.00;0.00;0,252606;0,176939;0,524179;0,222819;0;0;293,62;1306,66;4592,85;0,023620;0,00;0,023620;0,023620
12;31071;38825;27678;2426;161806,66;133026,94;48542,00;323613,32;0.00;0.00;0,254412;0,127222;0,523183;0,225126;0;0;286,20;1304,16;4597,56;0,024260;0,00;0,024260;0,024260
13;33086;37872;26665;2377;162716,06;134298,11;48814,82;325432,13;0.00;0.00;0,257796;0,091446;0,525016;0,221109;0;0;299,17;1334,46;4720,68;0,023770;0,00;0,023770;0,023770
14;34390;36720;26469;2421;163662,14;135022,25;49098,64;327324,28;0.00;0.00;0,260954;0,133124;0,528328;0,216530;0;0;302,56;1347,30;4792,91;0,024210;0,00;0,024210;0,024210
15;36657;35653;25433;2257;165381,45;136668,49;49614,44;330762,91;0.00;0.00;0,262778;0,148519;0,532267;0,209830;0;0;318,88;1382,06;4905,20;0,022570;0,00;0,022570;0,022570
16;33173;37885;26566;2376;163319,55;134530,35;48995,86;326639,09;0.00;0.00;0,257968;0,209442;0,526516;0,217541;0;0;302,85;1333,47;4735,72;0,023760;0,00;0,023760;0,023760
17;35358;36810;25395;2437;165443,16;136788,63;49632,95;330886,32;0.00;0.00;0,261556;0,193119;0,533670;0,210019;0;0;315,69;1367,98;4833,87;0,024370;0,00;0,024370;0,024370
18;32149;38357;27156;2338;161392,34;132734,38;48417,70;322784,68;0.00;0.00;0,255787;0,147367;0,522587;0,223868;0;0;297,78;1322,18;4703,04;0,023380;0,00;0,023380;0,023380
19;29999;39555;28095;2351;161560,86;132484,39;48468,26;323121,71;0.00;0.00;0,251581;0,172034;0,521719;0,227420;0;0;290,71;1293,82;4534,62;0,023510;0,00;0,023510;0,023510
20;29988;39527;28021;2464;160323,09;131639,01;48096,93;320646,18;0.00;0.00;0,252543;0,110761;0,518311;0,231598;0;0;285,67;1289,18;4546,87;0,024640;0,00;0,024640;0,024640
21;26121;42070;29484;2325;158182,08;129583,14;47454,62;316364,17;0.00;0.00;0,241156;0,114474;0,508754;0,243815;0;0;281,51;1247,44;4243,28;0,023250;0,00;0,023250;0,023250
22;35775;36032;25763;2430;164538,06;135882,68;49361,42;329076,12;0.00;0.00;0,262957;0,186141;0,532236;0,210101;0;0;308,20;1371,01;4855,93;0,024300;0,00;0,024300;0,024300
23;36897;35505;25223;2375;165650,30;136690,19;49695,09;331300,60;0.00;0.00;0,264117;0,164729;0,534150;0,207688;0;0;315,27;1388,83;4909,86;0,023750;0,00;0,023750;0,023750
24;27923;41031;28606;2440;160084,56;131608,01;48025,37;320169,13;0.00;0.00;0,247052;0,141978;0,517133;0,233088;0;0;283,59;1270,64;4408,63;0,024400;0,00;0,024400;0,024400
25;30516;39095;27965;2424;161463,70;132368,31;48439,11;322927,41;0.00;0.00;0,253832;0,133498;0,521752;0,226929;0;0;288,46;1296,19;4581,30;0,024240;0,00;0,024240;0,024240
26;32785;38130;26669;2416;163518,18;134833,90;49055,45;327036,36;0.00;0.00;0,257560;0,176896;0,526862;0,218951;0;0;297,48;1330,49;4717,75;0,024160;0,00;0,024160;0,024160
27;41175;32927;23451;2447;169607,55;140015,96;50882,27;339215,11;0.00;0.00;0,269782;0,144371;0,544626;0,190946;0;0;334,17;1454,79;5093,68;0,024470;0,00;0,024470;0,024470
28;26925;41080;29552;2443;158402,06;129518,84;47520,62;316804,13;0.00;0.00;0,245325;0,129672;0,511323;0,240316;0;0;273,21;1248,61;4313,44;0,024430;0,00;0,024430;0,024430
29;34317;37201;26154;2328;163958,60;135185,04;49187,58;327917,21;0.00;0.00;0,259454;0,169049;0,530068;0,212942;0;0;310,09;1354,06;4784,47;0,023280;0,00;0,023280;0,023280
30;32521;38346;26848;2285;162779,25;134056,97;48833,77;325558,49;0.00;0.00;0,255773;0,194651;0,525508;0,220389;0;0;304,48;1327,80;4687,07;0,022850;0,00;0,022850;0,022850
