Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,228745;0,870200;0,157607;3,630658;6166,000000;20107994545,197823;0,384829;0,040000;0,300000;0,148055;0,009552;0,933333;0,635389;0,164255;0,029101;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,231188;0,882200;0,160141;3,590454;6166,000000;20209830655,751106;0,370415;0,040000;0,300000;0,147590;0,012550;0,917603;0,640264;0,181368;0,047761;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,226751;0,869070;0,150472;3,632434;6166,000000;20108513132,011974;0,359569;0,040000;0,300000;0,139226;0,011246;0,927007;0,635593;0,141176;0,055276;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,226834;0,874670;0,145626;3,611106;6166,000000;20176474269,232940;0,370029;0,040000;0,300000;0,133333;0,012293;0,910072;0,598746;0,142984;0,031884;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,226012;0,869180;0,145344;3,642112;6166,000000;20103633732,997864;0,367792;0,040000;0,300000;0,134946;0,010398;0,909420;0,606936;0,141638;0,041344;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,226239;0,874680;0,146405;3,616061;6166,000000;20155256904,659180;0,335805;0,040000;0,300000;0,136471;0,009934;0,960000;0,598131;0,131117;0,053571;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,224448;0,860300;0,146125;3,672689;6166,000000;20017546217,892128;0,367615;0,040000;0,300000;0,135959;0,010165;0,909091;0,632813;0,139104;0,041063;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,227237;0,864080;0,155906;3,648135;6166,000000;20055545255,236176;0,369143;0,040000;0,300000;0,146405;0,009501;0,893773;0,651332;0,141745;0,068702;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,230524;0,870910;0,164885;3,626844;6166,000000;20110297818,610542;0,351964;0,040000;0,300000;0,155788;0,009097;0,914591;0,665810;0,157627;0,062500;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,229035;0,865560;0,158399;3,645302;6166,000000;20081854674,820663;0,373954;0,040000;0,300000;0,150348;0,008050;0,927536;0,666667;0,147149;0,076167;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
11;-0,226835;0,875940;0,146482;3,603931;6166,000000;20192629712,556310;0,352395;0,040000;0,300000;0,133796;0,012685;0,915441;0,601227;0,140990;0,042553;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,224328;0,861700;0,145731;3,667060;6166,000000;20041515565,624070;0,360301;0,040000;0,300000;0,133319;0,012412;0,935252;0,606880;0,129058;0,027160;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,226830;0,869870;0,148864;3,627956;6166,000000;20126795375,177544;0,377864;0,040000;0,300000;0,139318;0,009545;0,932836;0,596970;0,160000;0,052083;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,229632;0,876650;0,155795;3,608709;6166,000000;20179280127,368190;0,366604;0,040000;0,300000;0,145759;0,010036;0,928058;0,603175;0,170433;0,060209;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
15;-0,223131;0,850270;0,151216;3,699703;6166,000000;19920453175,606970;0,370479;0,040000;0,300000;0,135007;0,016209;0,942652;0,662162;0,126751;0,043373;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
16;-0,221556;0,862440;0,131392;3,669447;6166,000000;20019039834,328815;0,370733;0,040000;0,300000;0,123193;0,008198;0,892593;0,578212;0,114042;0,035176;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
17;-0,226417;0,877320;0,142615;3,608528;6166,000000;20195435365,607460;0,372728;0,040000;0,300000;0,133414;0,009201;0,901460;0,590323;0,141911;0,025862;0,000000;0,000000;3000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
