Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
13;28143;40793;28791;2273;178835,87;148542,40;53650,76;357671,75;0.00;0.00;0,216847;0,095810;0,519971;0,229582;0;0;684,37;1826,79;4767,83;0,022730;0,00;0,022730;0,022730
14;25898;41997;29796;2309;177597,55;146909,34;53279,27;355195,11;0.00;0.00;0,211786;0,137557;0,516594;0,236189;0;0;674,53;1801,15;4582,17;0,023090;0,00;0,023090;0,023090
15;29711;39589;28523;2177;179634,10;149542,42;53890,23;359268,19;0.00;0.00;0,220085;0,152929;0,520706;0,228345;0;0;696,49;1842,95;4889,15;0,021770;0,00;0,021770;0,021770
16;22857;43446;31389;2308;174890,71;144724,10;52467,21;349781,42;0.00;0.00;0,204435;0,212671;0,506763;0,249095;0;0;669,76;1762,81;4274,22;0,023080;0,00;0,023080;0,023080
17;21311;43861;32454;2374;174044,10;144130,92;52213,23;348088,20;0.00;0.00;0,201152;0,196504;0,503535;0,256946;0;0;658,77;1731,33;4102,58;0,023740;0,00;0,023740;0,023740
18;22440;43350;31951;2259;173356,20;143144,88;52006,86;346712,40;0.00;0.00;0,203202;0,151405;0,504232;0,252900;0;0;664,87;1753,20;4254,56;0,022590;0,00;0,022590;0,022590
19;24105;42940;30667;2288;176239,02;145879,47;52871,71;352478,04;0.00;0.00;0,207197;0,176001;0,512848;0,242731;0;0;673,68;1779,13;4429,04;0,022880;0,00;0,022880;0,022880
20;22510;43651;31481;2358;174435,62;143986,38;52330,68;348871,23;0.00;0.00;0,203771;0,114714;0,507113;0,249915;0;0;664,14;1758,97;4240,08;0,023580;0,00;0,023580;0,023580
21;17677;44710;35347;2266;169921,95;139656,64;50976,58;339843,90;0.00;0.00;0,190020;0,118005;0,489610;0,274850;0;0;641,00;1672,13;3550,33;0,022660;0,00;0,022660;0,022660
22;23513;42753;31353;2381;175114,35;144819,61;52534,31;350228,71;0.00;0.00;0,207217;0,189854;0,509213;0,247141;0;0;667,39;1764,48;4333,61;0,023810;0,00;0,023810;0,023810
23;27340;41254;29117;2289;178343,09;147867,29;53502,93;356686,18;0.00;0.00;0,215036;0,169047;0,517617;0,234176;0;0;689,69;1821,91;4679,57;0,022890;0,00;0,022890;0,022890
24;19084;44333;34243;2340;171111,06;141510,58;51333,32;342222,11;0.00;0.00;0,195054;0,145422;0,495238;0,267240;0;0;644,99;1696,96;3760,62;0,023400;0,00;0,023400;0,023400
25;22962;43272;31430;2336;175121,58;144757,68;52536,47;350243,16;0.00;0.00;0,205222;0,137585;0,508594;0,247935;0;0;670,46;1759,12;4271,54;0,023360;0,00;0,023360;0,023360
26;21135;44281;32237;2347;173781,37;143564,78;52134,41;347562,75;0.00;0.00;0,200165;0,180563;0,503765;0,254496;0;0;658,76;1733,04;4087,51;0,023470;0,00;0,023470;0,023470
27;32036;38454;27117;2393;181797,03;150546,10;54539,11;363594,05;0.00;0.00;0,225650;0,148797;0,527178;0,218269;0;0;699,57;1879,45;5021,73;0,023930;0,00;0,023930;0,023930
28;25977;41987;29693;2343;177704,16;146843,94;53311,25;355408,32;0.00;0.00;0,212259;0,134972;0,516608;0,234569;0;0;678,70;1803,09;4575,93;0,023430;0,00;0,023430;0,023430
29;22370;43359;32037;2234;174108,03;143626,04;52232,41;348216,05;0.00;0.00;0,202955;0,172454;0,505165;0,252096;0;0;661,19;1753,06;4226,62;0,022340;0,00;0,022340;0,022340
30;24028;43398;30387;2187;176567,78;146451,14;52970,33;353135,57;0.00;0.00;0,205403;0,198377;0,512950;0,240842;0;0;677,42;1786,96;4402,34;0,021870;0,00;0,021870;0,021870
