Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,269730;0,933880;0,297609;3,607473;7166,000000;38274462706,219520;0,370052;0,040000;0,300000;0,284799;0,012810;0,962264;0,939655;0,668731;0,062016;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,265747;0,940930;0,274976;3,585505;7166,000000;38323958863,689980;0,367638;0,040000;0,300000;0,256062;0,018914;0,927757;0,932432;0,604895;0,108108;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,267575;0,928000;0,295355;3,656366;7166,000000;38126784988,852580;0,385463;0,040000;0,300000;0,282255;0,013100;0,954373;0,924528;0,641457;0,102703;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,271409;0,943480;0,283333;3,555299;7166,000000;38410114794,072495;0,389913;0,040000;0,300000;0,275253;0,008081;0,940476;0,935294;0,650206;0,072917;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,264216;0,929670;0,275989;3,640973;7166,000000;38174885151,014854;0,385600;0,040000;0,300000;0,263351;0,012638;0,910156;0,900000;0,659639;0,103448;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,270880;0,941950;0,291158;3,569774;7166,000000;38358837125,122340;0,360875;0,040000;0,300000;0,280410;0,010747;0,969231;0,925532;0,630522;0,117117;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,269204;0,937420;0,287996;3,605416;7166,000000;38293687074,368660;0,394719;0,040000;0,300000;0,277042;0,010954;0,938224;0,925439;0,642308;0,082645;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,261533;0,926890;0,270079;3,667063;7166,000000;38111393088,162980;0,386331;0,040000;0,300000;0,257480;0,012598;0,908397;0,890566;0,611111;0,067633;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,271619;0,933930;0,303095;3,620646;7166,000000;38238742758,011320;0,387254;0,040000;0,300000;0,289768;0,013328;0,955056;0,939271;0,668896;0,119205;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,272215;0,938240;0,295059;3,586577;7166,000000;38337161597,486070;0,387721;0,040000;0,300000;0,289113;0,005947;0,946565;0,940909;0,632959;0,170732;0,000000;0,000000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
