Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,257618;0,923330;0,253117;3,629746;6916,000000;33679503508,581356;0,378609;0,040000;0,300000;0,242917;0,010200;0,948148;0,849785;0,543767;0,049550;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,258245;0,935950;0,239462;3,557383;6916,000000;33890227923,712105;0,368906;0,040000;0,300000;0,226457;0,013004;0,928854;0,871508;0,503846;0,090226;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,249146;0,905990;0,236124;3,691142;6916,000000;33520382046,982098;0,383653;0,040000;0,300000;0,220759;0,015365;0,940520;0,780255;0,378764;0,062500;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,260706;0,937210;0,250116;3,560413;6916,000000;33874529603,225500;0,382975;0,040000;0,300000;0,237633;0,012483;0,937255;0,907514;0,546559;0,067568;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,251990;0,917640;0,232575;3,650071;6916,000000;33616339957,496330;0,385155;0,040000;0,300000;0,221195;0,011380;0,912879;0,830769;0,440964;0,055336;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,260657;0,931680;0,259539;3,587010;6916,000000;33790823381,079090;0,362970;0,040000;0,300000;0,247379;0,012159;0,951311;0,902439;0,601423;0,061453;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,256724;0,919200;0,252791;3,642035;6916,000000;33654652024,173580;0,387782;0,040000;0,300000;0,241628;0,011163;0,931298;0,857639;0,472906;0,085202;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,254031;0,915790;0,245088;3,656600;6916,000000;33610079798,320263;0,372820;0,040000;0,300000;0,236125;0,008962;0,903101;0,833887;0,466667;0,067460;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,257536;0,923020;0,254442;3,629200;6916,000000;33687005505,878334;0,373462;0,040000;0,300000;0,242344;0,012098;0,947566;0,897541;0,437956;0,097674;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,257263;0,920500;0,254658;3,634234;6916,000000;33663614102,253048;0,376246;0,040000;0,300000;0,244063;0,010596;0,935252;0,873874;0,517241;0,072289;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
11;-0,256889;0,930360;0,240485;3,586245;6916,000000;33809878650,590256;0,385465;0,040000;0,300000;0,227520;0,012965;0,937984;0,909091;0,553114;0,062176;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,255036;0,922280;0,242836;3,636400;6916,000000;33657729075,213530;0,380532;0,040000;0,300000;0,232278;0,010558;0,955390;0,842975;0,462963;0,036530;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,253910;0,918130;0,242974;3,645754;6916,000000;33645048132,109703;0,387201;0,040000;0,300000;0,230523;0,012451;0,917857;0,830827;0,460432;0,055085;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,256461;0,923350;0,249054;3,628783;6916,000000;33690228254,237540;0,360968;0,040000;0,300000;0,239591;0,009463;0,931298;0,857143;0,501362;0,064516;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
15;-0,251774;0,906380;0,251100;3,682148;6916,000000;33536745584,731490;0,365989;0,040000;0,300000;0,234444;0,016656;0,927481;0,844875;0,422662;0,058394;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
16;-0,253167;0,919910;0,241342;3,649512;6916,000000;33613636226,876526;0,359600;0,040000;0,300000;0,227488;0,013853;0,940075;0,808943;0,475962;0,065116;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
17;-0,250314;0,922930;0,220099;3,639709;6916,000000;33681980993,044870;0,375612;0,040000;0,300000;0,211311;0,008789;0,914063;0,865672;0,427793;0,051163;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
18;-0,257536;0,926410;0,247812;3,615552;6916,000000;33715078957,201588;0,379010;0,040000;0,300000;0,239459;0,008353;0,951852;0,887755;0,531343;0,072539;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
19;-0,266196;0,934650;0,279009;3,558284;6916,000000;33886634973,098392;0,366031;0,040000;0,300000;0,266841;0,012169;0,934109;0,915423;0,642857;0,127517;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
20;-0,258008;0,922330;0,255303;3,627720;6916,000000;33695898062,942400;0,361598;0,040000;0,300000;0,245627;0,009676;0,900000;0,846457;0,534351;0,082192;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
21;-0,258078;0,933200;0,242894;3,570978;6916,000000;33826439752,597588;0,362622;0,040000;0,300000;0,231266;0,011628;0,947368;0,839506;0,581560;0,073171;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
22;-0,258834;0,924630;0,254637;3,624847;6916,000000;33686528272,084870;0,381736;0,040000;0,300000;0,246136;0,008501;0,907063;0,863636;0,547337;0,097674;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
23;-0,253752;0,910330;0,248368;3,675894;6916,000000;33585100501,118595;0,406572;0,040000;0,300000;0,233681;0,014687;0,931818;0,827922;0,441948;0,093750;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
24;-0,262009;0,934770;0,253725;3,567440;6916,000000;33844102288,672413;0,371531;0,040000;0,300000;0,244961;0,008764;0,939623;0,894118;0,609665;0,080925;0,000000;0,000000;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
