Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,217308;0,849080;0,118392;3,562410;5666,000000;11305768393,977894;0,346209;0,040000;0,300000;0,104138;0,014255;0,937500;0,522788;0,089601;0,023707;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,217807;0,844650;0,123727;3,582406;5666,000000;11267686282,512253;0,370524;0,040000;0,300000;0,107589;0,016138;0,910072;0,596244;0,080429;0,036957;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,219835;0,851460;0,126483;3,552974;5666,000000;11341230657,443262;0,354909;0,040000;0,300000;0,111402;0,015081;0,929577;0,518817;0,108774;0,048780;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,216216;0,844030;0,117295;3,600989;5666,000000;11229795583,502298;0,383332;0,040000;0,300000;0,099324;0,017971;0,890459;0,560302;0,080491;0,029915;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,213171;0,827790;0,120450;3,667337;5666,000000;11068123594,700434;0,410090;0,040000;0,300000;0,092791;0,027659;0,893773;0,638783;0,049420;0,028689;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,221790;0,855970;0,129953;3,542539;5666,000000;11357995722,017405;0,354784;0,040000;0,300000;0,117635;0,012318;0,932143;0,542135;0,113006;0,047393;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,219600;0,846850;0,128538;3,575506;5666,000000;11268878341,557850;0,360651;0,040000;0,300000;0,114967;0,013571;0,896057;0,580796;0,092208;0,050998;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,217160;0,837570;0,127518;3,602697;5666,000000;11173692364,633717;0,363469;0,040000;0,300000;0,109037;0,018481;0,900356;0,615044;0,081899;0,045161;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,218737;0,849040;0,123464;3,573870;5666,000000;11293951303,784286;0,365704;0,040000;0,300000;0,108799;0,014665;0,921429;0,575448;0,079592;0,052874;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,221973;0,852260;0,133441;3,547952;5666,000000;11374974128,761919;0,360749;0,040000;0,300000;0,120943;0,012497;0,931159;0,611732;0,110442;0,049528;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
11;-0,217550;0,842540;0,127051;3,592209;5666,000000;11246536189,295930;0,366813;0,040000;0,300000;0,106829;0,020221;0,910394;0,631461;0,075767;0,031579;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,219411;0,845450;0,130318;3,574706;5666,000000;11279677666,329958;0,353704;0,040000;0,300000;0,115111;0,015207;0,918149;0,592760;0,096730;0,031712;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,215415;0,826510;0,130558;3,665361;5666,000000;11048534276,223263;0,389814;0,040000;0,300000;0,103387;0,027170;0,932384;0,649910;0,058399;0,038855;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,221905;0,857550;0,129375;3,524650;5666,000000;11425607960,690826;0,352832;0,040000;0,300000;0,117500;0,011875;0,939286;0,564607;0,107865;0,030303;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
