Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;57884;14495;9003;18618;102195,13;66254,66;30658,54;204390,27;0.00;0.00;0,497189;0,087592;0,629655;0,073390;0;0;0,00;889,21;3959,18;0,186180;0,00;0,421160;0,421160
2;57924;15152;9024;17900;104403,39;68138,55;31321,02;208806,79;0.00;0.00;0,496069;0,127100;0,633825;0,070688;0;0;0,00;890,67;3969,59;0,179000;0,00;0,420760;0,420760
3;57721;14602;9470;18207;103446,71;66787,55;31034,01;206893,43;0.00;0.00;0,497962;0,048316;0,631768;0,073815;0;0;0,00;883,58;3952,60;0,182070;0,00;0,422790;0,422790
4;56107;14896;9813;19184;101487,74;65313,67;30446,32;202975,48;0.00;0.00;0,510431;0,195108;0,631411;0,075661;0;0;0,00;757,60;3945,31;0,191840;0,00;0,438930;0,438930
5;59490;15196;8869;16445;108074,86;71179,10;32422,46;216149,72;0.00;0.00;0,484455;0,170049;0,635877;0,064978;0;0;0,00;973,64;4022,84;0,164450;0,00;0,405100;0,405100
6;56816;14326;9155;19703;100604,16;64559,12;30181,25;201208,32;0.00;0.00;0,506419;0,234882;0,629409;0,076522;0;0;0,00;817,86;3949,81;0,197030;0,00;0,431840;0,431840
7;57361;14575;9243;18821;103202,27;66927,62;30960,68;206404,54;0.00;0.00;0,501596;0,144577;0,632448;0,071958;0;0;0,00;846,50;3959,10;0,188210;0,00;0,426390;0,426390
8;59523;14416;8667;17394;105680,69;68937,88;31704,21;211361,38;0.00;0.00;0,485265;0,149588;0,635295;0,065857;0;0;0,00;988,33;3984,74;0,173940;0,00;0,404770;0,404770
9;55469;15386;9788;19357;101818,09;65924,45;30545,43;203636,18;0.00;0.00;0,514482;0,117280;0,629273;0,076705;0;0;0,00;722,40;3941,32;0,193570;0,00;0,445310;0,445310
10;57469;14667;9330;18534;103719,05;67094,66;31115,72;207438,10;0.00;0.00;0,500303;0,149665;0,632424;0,071915;0;0;0,00;850,03;3955,37;0,185340;0,00;0,425310;0,425310
11;56830;15338;9460;18372;103405,33;66836,16;31021,60;206810,65;0.00;0.00;0,504164;0,057738;0,630529;0,074375;0;0;0,00;818,63;3947,81;0,183720;0,00;0,431700;0,431700
12;56615;15023;9545;18817;102920,74;66509,44;30876,22;205841,49;0.00;0.00;0,506734;0,115377;0,630783;0,074320;0;0;0,00;780,04;3959,02;0,188170;0,00;0,433850;0,433850
13;58895;15518;9319;16268;108507,69;71979,59;32552,31;217015,37;0.00;0.00;0,487709;0,155863;0,636312;0,064976;0;0;0,00;946,24;4008,40;0,162680;0,00;0,411050;0,411050
