Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,213385;0,798320;0,125079;3,526457;4916,000000;-1937906465,476714;0,412240;0,040000;0,300000;0,089748;0,035331;0,932384;0,597484;0,066437;0,028829;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,212528;0,811060;0,111093;3,481937;4916,000000;-1813884075,225039;0,400793;0,040000;0,300000;0,086224;0,024869;0,906137;0,528336;0,062691;0,030948;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,214377;0,807080;0,121762;3,492772;4916,000000;-1841693177,103590;0,415999;0,040000;0,300000;0,093264;0,028497;0,925532;0,546573;0,083923;0,026515;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,211811;0,807910;0,110912;3,503156;4916,000000;-1861488070,653918;0,416845;0,040000;0,300000;0,081390;0,029522;0,903226;0,540698;0,067010;0,034420;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,213606;0,812150;0,117247;3,481985;4916,000000;-1800956574,545117;0,407319;0,040000;0,300000;0,086899;0,030348;0,905594;0,521739;0,077251;0,029070;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,212984;0,819330;0,106168;3,442276;4916,000000;-1694933316,519389;0,374297;0,040000;0,300000;0,088305;0,017863;0,921986;0,440574;0,071686;0,031809;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,211644;0,801830;0,115342;3,509856;4916,000000;-1891750204,887251;0,414588;0,040000;0,300000;0,083135;0,032207;0,894545;0,542088;0,069451;0,029630;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,212645;0,804240;0,118639;3,498189;4916,000000;-1860959025,362441;0,400822;0,040000;0,300000;0,087173;0,031466;0,887324;0,580420;0,071996;0,019011;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,213483;0,811340;0,114905;3,461906;4916,000000;-1761875569,889208;0,366156;0,040000;0,300000;0,094837;0,020068;0,907143;0,519774;0,078860;0,027027;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,214563;0,805740;0,123929;3,493474;4916,000000;-1853771768,140437;0,384328;0,040000;0,300000;0,098699;0,025230;0,916968;0,608696;0,081259;0,034221;0,000000;0,000000;500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
