Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;84002;4610;1285;10103;96920,61;75221,03;29076,18;193841,23;0.00;0.00;0,315051;0,071240;0,669204;0,014274;0;0;0,00;1858,36;3967,72;0,101030;0,00;0,165600;0,159980
2;84993;3992;1158;9857;97109,26;75371,85;29132,78;194218,51;0.00;0.00;0,307193;0,082798;0,670655;0,013226;0;0;0,00;1890,04;3971,64;0,098570;0,00;0,156060;0,150070
3;86962;2784;1250;9004;99879,10;77963,73;29963,73;199758,19;0.00;0.00;0,290832;0,103295;0,670399;0,013403;0;0;0,00;1935,10;3989,59;0,090040;0,00;0,137530;0,130380
4;81607;5595;2035;10763;92792,63;71710,11;27837,79;185585,25;0.00;0.00;0,334971;0,159002;0,670245;0,015556;0;0;0,00;1792,71;3932,65;0,107630;0,00;0,189010;0,183930
5;82493;5469;1590;10448;94823,96;73354,84;28447,19;189647,93;0.00;0.00;0,328053;0,087510;0,669587;0,014688;0;0;0,00;1807,71;3948,78;0,104480;0,00;0,180100;0,175070
6;80964;6012;2050;10974;93395,31;72687,86;28018,59;186790,62;0.00;0.00;0,339714;0,029038;0,669127;0,016843;0;0;0,00;1776,26;3930,00;0,109740;0,00;0,195490;0,190360
7;83878;4610;1266;10246;96454,51;75274,30;28936,35;192909,01;0.00;0.00;0,316325;0,160459;0,670645;0,014842;0;0;0,00;1853,87;3954,79;0,102460;0,00;0,167230;0,161220
8;82410;5308;1627;10655;94820,99;73703,40;28446,30;189641,99;0.00;0.00;0,328709;0,106613;0,669301;0,014636;0;0;0,00;1808,87;3941,61;0,106550;0,00;0,181290;0,175900
9;82086;5518;1735;10661;94487,29;73177,35;28346,19;188974,57;0.00;0.00;0,331304;0,138646;0,668665;0,015745;0;0;0,00;1804,49;3939,43;0,106610;0,00;0,184170;0,179140
10;84782;3815;1210;10193;97841,58;76154,33;29352,47;195683,16;0.00;0.00;0,309191;0,068314;0,669921;0,014128;0;0;0,00;1867,11;3971,80;0,101930;0,00;0,158540;0,152180
11;86718;2505;1441;9336;101132,35;78580,66;30339,70;202264,69;0.00;0.00;0,293518;0,146674;0,669784;0,015873;0;0;0,00;1923,29;3966,86;0,093360;0,00;0,139510;0,132820
12;83122;5279;1602;9997;95794,31;74344,90;28738,29;191588,61;0.00;0.00;0,322401;0,088069;0,670260;0,015028;0;0;0,00;1830,81;3953,05;0,099970;0,00;0,174520;0,168780
13;85712;3609;1230;9449;98315,13;76964,04;29494,54;196630,27;0.00;0.00;0,301658;0,068104;0,670272;0,013602;0;0;0,00;1903,71;3975,61;0,094490;0,00;0,149610;0,142880
14;86559;3110;1148;9183;99343,25;77284,14;29802,97;198686,49;0.00;0.00;0,293559;0,101391;0,671014;0,013088;0;0;0,00;1928,00;3981,86;0,091830;0,00;0,141370;0,134410
15;86619;2806;1256;9319;99547,99;77543,84;29864,40;199095,97;0.00;0.00;0,293690;0,097803;0,670839;0,013542;0;0;0,00;1924,76;3979,47;0,093190;0,00;0,140820;0,133810
16;82238;5406;1698;10658;94123,86;73059,50;28237,16;188247,71;0.00;0.00;0,330073;0,157684;0,667594;0,015622;0;0;0,00;1807,29;3946,05;0,106580;0,00;0,182890;0,177620
17;83859;4837;1341;9963;96782,21;75516,53;29034,66;193564,43;0.00;0.00;0,316329;0,151985;0,671366;0,014237;0;0;0,00;1862,82;3956,42;0,099630;0,00;0,167550;0,161410
18;81738;5962;1663;10637;93590,68;72482,89;28077,20;187181,36;0.00;0.00;0,334220;0,116486;0,668954;0,014918;0;0;0,00;1792,05;3949,45;0,106370;0,00;0,187810;0,182620
19;85361;3410;1373;9856;98573,43;76642,52;29572,03;197146,87;0.00;0.00;0,303642;0,139747;0,671045;0,015591;0;0;0,00;1895,12;3961,45;0,098560;0,00;0,152700;0,146390
20;80693;5962;2138;11207;92113,78;71410,04;27634,14;184227,57;0.00;0.00;0,342575;0,082357;0,669008;0,016352;0;0;0,00;1764,51;3928,49;0,112070;0,00;0,197710;0,193070
21;82950;5002;1419;10629;95627,46;74291,40;28688,24;191254,92;0.00;0.00;0,323489;0,087735;0,669360;0,014438;0;0;0,00;1824,18;3940,63;0,106290;0,00;0,176270;0,170500
22;83156;5149;1475;10220;95191,43;74271,74;28557,43;190382,86;0.00;0.00;0,322441;0,138712;0,670319;0,014155;0;0;0,00;1832,10;3957,21;0,102200;0,00;0,174040;0,168440
23;85814;3454;1233;9499;98817,99;76931,82;29645,40;197635,98;0.00;0.00;0,300339;0,128901;0,671080;0,014106;0;0;0,00;1911,04;3971,73;0,094990;0,00;0,148160;0,141860
24;83958;4838;1434;9770;95812,49;74562,06;28743,75;191624,98;0.00;0.00;0,316240;0,107743;0,670813;0,013227;0;0;0,00;1850,72;3964,66;0,097700;0,00;0,165880;0,160420
25;83515;5287;1500;9698;95669,71;74300,35;28700,91;191339,41;0.00;0.00;0,319639;0,103385;0,670010;0,014260;0;0;0,00;1841,93;3953,31;0,096980;0,00;0,170980;0,164850
26;81683;5722;1958;10637;93956,47;72625,14;28186,94;187912,94;0.00;0.00;0,334523;0,135643;0,668771;0,015616;0;0;0,00;1790,78;3938,34;0,106370;0,00;0,187960;0,183170
27;84540;4174;1172;10114;97382,12;75576,63;29214,64;194764,24;0.00;0.00;0,310890;0,112740;0,669785;0,012931;0;0;0,00;1864,40;3958,77;0,101140;0,00;0,160330;0,154600
28;82461;5401;1514;10624;94768,78;73397,50;28430,63;189537,56;0.00;0.00;0,328469;0,100206;0,668729;0,014534;0;0;0,00;1808,44;3951,17;0,106240;0,00;0,180710;0,175390
29;82029;5431;1623;10917;93687,66;72948,88;28106,30;187375,33;0.00;0.00;0,331764;0,132737;0,669388;0,014962;0;0;0,00;1804,18;3936,90;0,109170;0,00;0,184940;0,179710
30;85629;3993;1209;9169;98573,48;76912,49;29572,04;197146,96;0.00;0.00;0,301831;0,156987;0,670914;0,013503;0;0;0,00;1904,76;3975,45;0,091690;0,00;0,150550;0,143710
