Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,219510;0,844130;0,129633;3,605058;5666,000000;11224326479,869856;0,385083;0,040000;0,300000;0,113693;0,015940;0,942238;0,616408;0,080412;0,040254;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,217351;0,848930;0,118113;3,582289;5666,000000;11282285016,394855;0,366121;0,040000;0,300000;0,102854;0,015260;0,908088;0,579345;0,074099;0,023095;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,219259;0,848290;0,125688;3,589977;5666,000000;11262205875,220951;0,371947;0,040000;0,300000;0,111723;0,013965;0,910714;0,564516;0,088858;0,029817;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,217379;0,845420;0,120164;3,603162;5666,000000;11248139497,893623;0,374908;0,040000;0,300000;0,102775;0,017390;0,908425;0,555276;0,087225;0,040512;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,218121;0,849840;0,119968;3,570701;5666,000000;11313870512,372936;0,368759;0,040000;0,300000;0,105691;0,014277;0,901060;0,515873;0,097315;0,023256;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,219164;0,855600;0,119876;3,549945;5666,000000;11363237261,072607;0,345953;0,040000;0,300000;0,108548;0,011329;0,926199;0,523256;0,093931;0,047727;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,216788;0,841580;0,121264;3,618384;5666,000000;11201385848,896553;0,378563;0,040000;0,300000;0,104321;0,016943;0,916350;0,565410;0,079868;0,043384;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,215864;0,841400;0,119917;3,602677;5666,000000;11224492408,853807;0,375020;0,040000;0,300000;0,100246;0,019671;0,888889;0,583144;0,074778;0,025532;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,223377;0,858900;0,134482;3,527659;5666,000000;11427861850,423872;0,346427;0,040000;0,300000;0,124186;0,010296;0,911032;0,574780;0,120491;0,050481;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,220419;0,846350;0,131033;3,585860;5666,000000;11280338072,970459;0,362340;0,040000;0,300000;0,118046;0,012987;0,935943;0,636139;0,089542;0,052966;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
