Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;57756;14605;8604;19035;86749,29;66162,12;26024,79;173498,58;0.00;0.00;0,498565;0,073842;0,639629;0,061677;0;0;0,00;913,69;3912,13;0,190350;0,00;0,422440;0,422440
2;56119;14197;9208;20476;83290,28;62461,56;24987,09;166580,57;0.00;0.00;0,512104;0,085425;0,637382;0,068783;0;0;0,00;786,33;3897,27;0,204760;0,00;0,438810;0,438810
3;56259;14620;8846;20275;84615,68;63995,33;25384,70;169231,36;0.00;0.00;0,510664;0,107055;0,639100;0,064974;0;0;0,00;808,42;3913,27;0,202750;0,00;0,437410;0,437410
4;56410;14766;9003;19821;84935,02;64044,65;25480,51;169870,05;0.00;0.00;0,509143;0,170495;0,638609;0,066201;0;0;0,00;814,72;3902,62;0,198210;0,00;0,435900;0,435900
5;55177;14917;9349;20557;83138,36;62356,62;24941,51;166276,71;0.00;0.00;0,518469;0,091065;0,635741;0,070107;0;0;0,00;725,24;3869,80;0,205570;0,00;0,448230;0,448230
6;54599;14245;9236;21920;80749,26;60416,97;24224,78;161498,52;0.00;0.00;0,523846;0,029701;0,634176;0,075036;0;0;0,00;671,01;3867,56;0,219200;0,00;0,454010;0,454010
7;57799;14148;8580;19473;85714,77;65060,32;25714,43;171429,54;0.00;0.00;0,499715;0,169635;0,640678;0,063259;0;0;0,00;915,87;3926,55;0,194730;0,00;0,422010;0,422010
8;56951;14433;8783;19833;85162,93;64488,92;25548,88;170325,86;0.00;0.00;0,505841;0,112267;0,637929;0,065552;0;0;0,00;849,12;3892,94;0,198330;0,00;0,430490;0,430490
9;56435;14041;8700;20824;82627,49;61916,02;24788,25;165254,98;0.00;0.00;0,510796;0,145522;0,637927;0,068109;0;0;0,00;805,61;3899,60;0,208240;0,00;0,435650;0,435650
10;57204;14328;8652;19816;85110,81;64545,81;25533,24;170221,62;0.00;0.00;0,503821;0,069790;0,638054;0,064402;0;0;0,00;879,74;3909,55;0,198160;0,00;0,427960;0,427960
11;56229;14136;8797;20838;83477,46;62009,33;25043,24;166954,93;0.00;0.00;0,512541;0,151990;0,637665;0,069567;0;0;0,00;787,85;3884,08;0,208380;0,00;0,437710;0,437710
12;57534;13424;8631;20411;83488,08;62889,61;25046,43;166976,17;0.00;0.00;0,502983;0,091674;0,639441;0,066592;0;0;0,00;885,96;3913,64;0,204110;0,00;0,424660;0,424660
13;60428;13709;8104;17759;88182,29;67658,19;26454,69;176364,58;0.00;0.00;0,480112;0,070235;0,642841;0,057445;0;0;0,00;1064,36;3978,61;0,177590;0,00;0,395720;0,395720
14;54868;14275;9280;21577;81379,08;60439,94;24413,72;162758,15;0.00;0.00;0,522255;0,104323;0,635202;0,073205;0;0;0,00;687,62;3883,74;0,215770;0,00;0,451320;0,451320
15;58773;14208;8379;18640;86841,73;66298,19;26052,52;173683,46;0.00;0.00;0,491895;0,100835;0,640772;0,060299;0;0;0,00;970,96;3934,45;0,186400;0,00;0,412270;0,412270
16;56732;14311;8931;20026;83899,88;63084,08;25169,97;167799,77;0.00;0.00;0,507862;0,167467;0,636514;0,068021;0;0;0,00;834,33;3899,48;0,200260;0,00;0,432680;0,432680
17;59066;14046;8566;18322;87155,13;66654,34;26146,54;174310,26;0.00;0.00;0,489251;0,160204;0,641971;0,061479;0;0;0,00;997,72;3940,49;0,183220;0,00;0,409340;0,409340
18;57409;13839;8874;19878;84019,88;63628,81;25205,96;168039,76;0.00;0.00;0,502873;0,122431;0,637516;0,065851;0;0;0,00;885,82;3922,54;0,198780;0,00;0,425910;0,425910
19;55454;14348;8878;21320;82191,90;61559,60;24657,57;164383,80;0.00;0.00;0,517254;0,145360;0,637014;0,071000;0;0;0,00;747,50;3875,90;0,213200;0,00;0,445460;0,445460
20;56031;14103;8881;20985;82775,95;62147,92;24832,79;165551,91;0.00;0.00;0,513361;0,086608;0,638031;0,068599;0;0;0,00;786,55;3883,94;0,209850;0,00;0,439690;0,439690
21;61581;13976;7953;16490;90723,08;69804,64;27216,93;181446,17;0.00;0.00;0,469439;0,091533;0,644296;0,054307;0;0;0,00;1141,29;3972,24;0,164900;0,00;0,384190;0,384190
22;56057;14458;9126;20359;83904,36;63300,50;25171,31;167808,72;0.00;0.00;0,512209;0,146541;0,637699;0,068354;0;0;0,00;789,98;3891,07;0,203590;0,00;0,439430;0,439430
23;58296;14307;8502;18895;86713,82;66041,23;26014,15;173427,64;0.00;0.00;0,495635;0,134589;0,641632;0,061330;0;0;0,00;940,72;3929,53;0,188950;0,00;0,417040;0,417040
24;55377;14079;9084;21460;81646,14;60764,32;24493,84;163292,29;0.00;0.00;0,518998;0,113198;0,636109;0,072267;0;0;0,00;730,20;3879,58;0,214600;0,00;0,446230;0,446230
