Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,222909;0,853190;0,135842;3,560256;5666,000000;11316233432,204096;0,374259;0,040000;0,300000;0,124371;0,011471;0,915194;0,585242;0,122845;0,035211;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,216931;0,843510;0,122068;3,599034;5666,000000;11196029259,449371;0,377337;0,040000;0,300000;0,104139;0,017929;0,918728;0,573232;0,087898;0,032189;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,216330;0,834530;0,126100;3,642631;5666,000000;11092209049,678856;0,385070;0,040000;0,300000;0,103922;0,022177;0,927536;0,619238;0,068036;0,036093;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,216353;0,844580;0,118910;3,586704;5666,000000;11238339765,232570;0,371870;0,040000;0,300000;0,100735;0,018175;0,906137;0,563636;0,087963;0,030108;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,215972;0,834620;0,123001;3,645495;5666,000000;11090256281,204063;0,395504;0,040000;0,300000;0,103144;0,019857;0,900356;0,586139;0,065301;0,037895;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,217807;0,847720;0,121980;3,580188;5666,000000;11256884625,099249;0,352414;0,040000;0,300000;0,105873;0,016107;0,934783;0,562982;0,086029;0,041304;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,218477;0,841430;0,128862;3,604977;5666,000000;11195769742,130344;0,371411;0,040000;0,300000;0,111153;0,017709;0,902527;0,595745;0,085216;0,046809;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,215911;0,835470;0,121750;3,619839;5666,000000;11145743999,966257;0,385471;0,040000;0,300000;0,104357;0,017393;0,876325;0,598670;0,078645;0,035491;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,218446;0,841520;0,127438;3,605084;5666,000000;11193796572,862522;0,368282;0,040000;0,300000;0,111153;0,016285;0,925267;0,597849;0,079070;0,034043;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,220606;0,841490;0,137240;3,602637;5666,000000;11192472662,300173;0,364944;0,040000;0,300000;0,120038;0,017202;0,932862;0,662069;0,097087;0,050740;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
11;-0,220537;0,853780;0,126606;3,552951;5666,000000;11332040622,353722;0,370131;0,040000;0,300000;0,112946;0,013660;0,893617;0,639535;0,095065;0,041379;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
