Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;44408;32403;18101;5088;132184,20;107126,26;39655,26;264368,40;0.00;0.00;0,377159;0,091221;0,549154;0,181645;6007;1080;0,00;425,36;4419,44;0,050880;0,00;0,050880;0,050880
2;47532;30560;17285;4623;135118,14;109826,17;40535,44;270236,28;0.00;0.00;0,371956;0,104220;0,559079;0,168051;5923;1054;0,00;535,24;4511,26;0,046230;0,00;0,046230;0,046230
3;49350;29492;16790;4368;138346,65;112987,38;41503,99;276693,30;0.00;0.00;0,368172;0,124692;0,566578;0,157456;5647;1035;0,00;617,54;4576,06;0,043680;0,00;0,043680;0,043680
4;47017;30765;17438;4780;134310,45;109845,11;40293,14;268620,90;0.00;0.00;0,373530;0,200055;0,558251;0,171279;5797;1033;0,00;510,66;4504,26;0,047800;0,00;0,047800;0,047800
5;49289;29615;16662;4434;138433,05;113022,33;41529,91;276866,10;0.00;0.00;0,368698;0,110101;0,567712;0,156380;5573;974;0,00;616,00;4569,91;0,044340;0,00;0,044340;0,044340
6;46133;31221;17946;4700;134239,20;109422,52;40271,76;268478,39;0.00;0.00;0,373986;0,037723;0,555342;0,175216;6078;1071;0,00;485,15;4486,11;0,047000;0,00;0,047000;0,047000
7;47828;30211;17219;4742;135760,86;110803,56;40728,26;271521,72;0.00;0.00;0,372242;0,186221;0,561175;0,166709;5763;1006;0,00;543,60;4519,00;0,047420;0,00;0,047420;0,047420
8;49518;29438;16534;4510;137287,47;112485,71;41186,24;274574,94;0.00;0.00;0,369077;0,129852;0,564463;0,160164;5571;983;0,00;629,09;4562,70;0,045100;0,00;0,045100;0,045100
9;47623;30504;17247;4626;135699,36;110555,01;40709,81;271398,71;0.00;0.00;0,371977;0,170316;0,560308;0,166780;5743;1013;0,00;537,65;4522,03;0,046260;0,00;0,046260;0,046260
10;47301;30638;17442;4619;135909,92;110896,23;40772,98;271819,84;0.00;0.00;0,372357;0,086663;0,558330;0,168148;5848;988;0,00;524,23;4498,34;0,046190;0,00;0,046190;0,046190
11;44232;32452;18386;4930;132889,68;107354,98;39866,90;265779,37;0.00;0.00;0,377249;0,170845;0,549296;0,183204;6208;1089;0,00;418,11;4417,60;0,049300;0,00;0,049300;0,049300
12;48837;29549;16944;4670;136249,33;111176,59;40874,80;272498,67;0.00;0.00;0,371120;0,120217;0,564191;0,161843;5678;993;0,00;591,41;4552,44;0,046700;0,00;0,046700;0,046700
13;46403;31038;17811;4748;133957,67;109413,10;40187,30;267915,35;0.00;0.00;0,374099;0,085086;0,554734;0,173854;6038;1065;0,00;488,65;4488,08;0,047480;0,00;0,047480;0,047480
14;47797;30024;17486;4693;135775,35;110665,09;40732,61;271550,71;0.00;0.00;0,372389;0,125974;0,560891;0,166575;5884;986;0,00;544,34;4525,04;0,046930;0,00;0,046930;0,046930
15;50521;29138;16157;4184;139591,49;114543,86;41877,45;279182,99;0.00;0.00;0,365376;0,141251;0,569852;0,152148;5440;1015;0,00;688,96;4587,92;0,041840;0,00;0,041840;0,041840
16;46864;31134;17517;4485;135566,64;110165,42;40669,99;271133,28;0.00;0.00;0,372154;0,204595;0,557252;0,169373;5874;1107;0,00;511,09;4495,93;0,044850;0,00;0,044850;0,044850
17;44651;32287;18037;5025;132130,06;107365,48;39639,02;264260,11;0.00;0.00;0,376726;0,187570;0,550079;0,183416;5957;1062;0,00;435,00;4432,71;0,050250;0,00;0,050250;0,050250
18;46562;31140;17643;4655;134080,53;109250,40;40224,16;268161,07;0.00;0.00;0,373224;0,140348;0,556699;0,171356;5832;1063;0,00;499,95;4508,60;0,046550;0,00;0,046550;0,046550
19;45748;31440;18018;4794;133368,37;108144,43;40010,51;266736,74;0.00;0.00;0,374715;0,165632;0,553840;0,177546;6142;1035;0,00;472,23;4467,47;0,047940;0,00;0,047940;0,047940
20;45526;31723;17855;4896;132747,11;107748,83;39824,13;265494,21;0.00;0.00;0,375467;0,103931;0,552458;0,178475;6028;1038;0,00;459,31;4462,66;0,048960;0,00;0,048960;0,048960
21;44247;32523;18324;4906;132628,46;107933,14;39788,54;265256,93;0.00;0.00;0,375956;0,108361;0,549655;0,181744;6166;1026;0,00;424,84;4397,07;0,049060;0,00;0,049060;0,049060
22;47529;30615;17069;4787;134984,07;109898,80;40495,22;269968,14;0.00;0.00;0,372632;0,180299;0,559308;0,167813;5762;1044;0,00;538,53;4500,79;0,047870;0,00;0,047870;0,047870
23;50095;29171;16307;4427;138724,49;113479,65;41617,35;277448,98;0.00;0.00;0,367503;0,157481;0,569970;0,153229;5438;983;0,00;665,01;4587,04;0,044270;0,00;0,044270;0,044270
24;46198;31661;17484;4657;133974,33;108901,01;40192,30;267948,67;0.00;0.00;0,373134;0,134987;0,555606;0,174173;5869;1092;0,00;488,43;4484,57;0,046570;0,00;0,046570;0,046570
25;44619;32052;18357;4972;132020,64;107054,74;39606,19;264041,28;0.00;0.00;0,377143;0,126405;0,550045;0,181793;6174;1017;0,00;433,48;4450,07;0,049720;0,00;0,049720;0,049720
26;47285;30787;17282;4646;135152,96;110212,99;40545,89;270305,93;0.00;0.00;0,372485;0,169945;0,559191;0,167976;5751;1024;0,00;529,09;4509,27;0,046460;0,00;0,046460;0,046460
27;49687;29258;16607;4448;139318,39;113482,48;41795,52;278636,78;0.00;0.00;0,368501;0,136259;0,568736;0,153804;5598;1011;0,00;644,41;4564,94;0,044480;0,00;0,044480;0,044480
28;44821;32197;17962;5020;132118,96;107287,85;39635,69;264237,92;0.00;0.00;0,376599;0,122841;0,549680;0,181016;6112;972;0,00;443,63;4430,44;0,050200;0,00;0,050200;0,050200
29;47528;30393;17399;4680;134787,69;109766,13;40436,31;269575,38;0.00;0.00;0,372593;0,162256;0,557589;0,170168;5851;1038;0,00;529,98;4508,51;0,046800;0,00;0,046800;0,046800
30;45914;31696;17755;4635;133798,12;108907,31;40139,44;267596,25;0.00;0.00;0,373408;0,189118;0,555010;0,175056;5916;952;0,00;476,30;4475,57;0,046350;0,00;0,046350;0,046350
