Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
11;-0,218625;0,849380;0,124356;3,564637;5666,000000;11277455933,031770;0,362138;0,040000;0,300000;0,106733;0,017624;0,890071;0,593750;0,087671;0,047404;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,217231;0,840160;0,124906;3,614754;5666,000000;11149019171,315205;0,370048;0,040000;0,300000;0,107277;0,017629;0,938406;0,580574;0,085823;0,019231;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,217175;0,841540;0,123562;3,594545;5666,000000;11190087321,667520;0,378180;0,040000;0,300000;0,105829;0,017733;0,911661;0,605392;0,087884;0,021645;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,219401;0,842530;0,130534;3,613275;5666,000000;11153696902,477960;0,386049;0,040000;0,300000;0,113243;0,017291;0,928571;0,640091;0,086469;0,032397;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
15;-0,217916;0,832350;0,133489;3,657653;5666,000000;11040080042,042942;0,397539;0,040000;0,300000;0,112232;0,021257;0,904255;0,652695;0,083333;0,050916;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
16;-0,216743;0,835610;0,123622;3,637777;5666,000000;11079182786,091444;0,389781;0,040000;0,300000;0,105070;0,018553;0,903571;0,621277;0,073492;0,023404;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
17;-0,220772;0,858200;0,125498;3,541451;5666,000000;11357445549,583971;0,368714;0,040000;0,300000;0,111460;0,014037;0,897436;0,533923;0,114202;0,040964;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
18;-0,219955;0,845160;0,129615;3,593860;5666,000000;11174170147,456360;0,387032;0,040000;0,300000;0,115577;0,014038;0,956835;0,590000;0,093274;0,055310;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
19;-0,221586;0,851720;0,133373;3,565253;5666,000000;11283710009,938890;0,363360;0,040000;0,300000;0,120337;0,013037;0,922794;0,590529;0,122968;0,061269;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
20;-0,219452;0,849600;0,124630;3,567378;5666,000000;11260777841,349318;0,375803;0,040000;0,300000;0,111396;0,013233;0,902527;0,578283;0,092960;0,035955;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
21;-0,219678;0,854540;0,124641;3,547497;5666,000000;11319545378,486830;0,359344;0,040000;0,300000;0,108830;0,015811;0,935714;0,482249;0,117318;0,033019;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
22;-0,218994;0,840030;0,130866;3,619670;5666,000000;11139605501,766483;0,370184;0,040000;0,300000;0,114788;0,016078;0,903346;0,613169;0,088846;0,046908;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
23;-0,217023;0,835170;0,129586;3,636791;5666,000000;11106809899,007490;0,384804;0,040000;0,300000;0,105859;0,023727;0,911111;0,604520;0,077264;0,044118;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
24;-0,216381;0,844630;0,120524;3,589983;5666,000000;11208537271,633690;0,342164;0,040000;0,300000;0,102811;0,017713;0,943262;0,539759;0,078306;0,031320;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
25;-0,220545;0,853500;0,128528;3,555005;5666,000000;11306262162,883982;0,364386;0,040000;0,300000;0,113706;0,014822;0,924460;0,550265;0,110065;0,036446;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
26;-0,219833;0,849050;0,127718;3,581688;5666,000000;11242563011,451813;0,379078;0,040000;0,300000;0,112297;0,015421;0,897527;0,581333;0,100202;0,058685;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
27;-0,215458;0,832720;0,124157;3,658993;5666,000000;11069650124,422325;0,417544;0,040000;0,300000;0,098815;0,025342;0,903704;0,642023;0,055556;0,039419;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
28;-0,220933;0,854030;0,126399;3,550925;5666,000000;11314251668,975126;0,368374;0,040000;0,300000;0,115205;0,011195;0,899642;0,524457;0,113879;0,041063;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
29;-0,216550;0,839940;0,123785;3,606266;5666,000000;11151491189,148142;0,367831;0,040000;0,300000;0,103590;0,020194;0,920863;0,593607;0,082563;0,025696;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
30;-0,220353;0,851780;0,129972;3,570105;5666,000000;11254616962,672686;0,369565;0,040000;0,300000;0,112294;0,017678;0,924460;0,620968;0,096599;0,039171;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
