Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;44959;51390;0;3651;146112,60;120664,99;43833,78;292225,19;0.00;0.00;0,333233;0,087284;0,497463;0,217977;0;0;0,00;533,38;4432,72;0,036510;0,00;0,036510;0,036510
2;47308;49232;0;3460;147378,74;122119,12;44213,62;294757,49;0.00;0.00;0,332613;0,099202;0,506284;0,210695;0;0;0,00;605,52;4514,44;0,034600;0,00;0,034600;0,034600
3;49077;47729;0;3194;149708,57;123528,28;44912,57;299417,14;0.00;0.00;0,330494;0,118772;0,517385;0,194462;0;0;0,00;671,86;4566,18;0,031940;0,00;0,031940;0,031940
4;46019;50447;0;3534;146372,18;120828,08;43911,66;292744,37;0.00;0.00;0,333180;0,187398;0,502826;0,215114;0;0;0,00;561,11;4478,37;0,035340;0,00;0,035340;0,035340
5;50132;46571;0;3297;150481,66;124425,38;45144,50;300963,31;0.00;0.00;0,330775;0,105378;0,524876;0,185552;0;0;0,00;717,57;4584,34;0,032970;0,00;0,032970;0,032970
6;46622;49930;0;3448;147794,56;122330,20;44338,37;295589,12;0.00;0.00;0,332183;0,036579;0,506684;0,211222;0;0;0,00;584,01;4492,59;0,034480;0,00;0,034480;0,034480
7;47304;49209;0;3487;148851,11;122845,49;44655,33;297702,21;0.00;0.00;0,332620;0,175516;0,513518;0,202654;0;0;0,00;599,99;4503,56;0,034870;0,00;0,034870;0,034870
8;48879;47824;0;3297;149118,19;123833,30;44735,46;298236,37;0.00;0.00;0,331549;0,123275;0,514280;0,199403;0;0;0,00;664,13;4549,61;0,032970;0,00;0,032970;0,032970
9;46819;49746;0;3435;147646,52;121934,69;44293,96;295293,05;0.00;0.00;0,332729;0,160202;0,507669;0,208192;0;0;0,00;586,70;4516,31;0,034350;0,00;0,034350;0,034350
10;47680;49028;0;3292;149087,43;123032,52;44726,23;298174,86;0.00;0.00;0,331572;0,083090;0,511308;0,202853;0;0;0,00;618,32;4511,10;0,032920;0,00;0,032920;0,032920
11;45666;50886;0;3448;146943,83;120794,35;44083,15;293887,66;0.00;0.00;0,332715;0,160430;0,499929;0,218708;0;0;0,00;551,73;4450,30;0,034480;0,00;0,034480;0,034480
12;48210;48379;0;3411;148666,54;123021,31;44599,96;297333,09;0.00;0.00;0,331965;0,114598;0,515461;0,200188;0;0;0,00;637,51;4525,97;0,034110;0,00;0,034110;0,034110
13;47978;48596;0;3426;147817,83;122930,78;44345,35;295635,67;0.00;0.00;0,332266;0,081464;0,508634;0,206545;0;0;0,00;624,43;4532,96;0,034260;0,00;0,034260;0,034260
14;47334;49275;0;3391;148779,46;122760,24;44633,84;297558,92;0.00;0.00;0,331951;0,119771;0,512565;0,203132;0;0;0,00;600,96;4522,25;0,033910;0,00;0,033910;0,033910
15;49865;47065;0;3070;151167,47;125205,46;45350,24;302334,93;0.00;0.00;0,329577;0,134131;0,524023;0,184271;0;0;0,00;702,88;4575,42;0,030700;0,00;0,030700;0,030700
16;49280;47485;0;3235;149859,83;123902,63;44957,95;299719,67;0.00;0.00;0,330933;0,191550;0,518442;0,193831;0;0;0,00;679,10;4554,20;0,032350;0,00;0,032350;0,032350
17;43101;53238;0;3661;145430,77;120114,02;43629,23;290861,54;0.00;0.00;0,332979;0,175523;0,492500;0,228162;0;0;0,00;489,23;4377,78;0,036610;0,00;0,036610;0,036610
18;46767;49811;0;3422;146841,70;121325,59;44052,51;293683,41;0.00;0.00;0,332294;0,133166;0,506953;0,208516;0;0;0,00;589,27;4517,68;0,034220;0,00;0,034220;0,034220
19;44693;51875;0;3432;146514,69;120759,26;43954,41;293029,38;0.00;0.00;0,331987;0,155679;0,498317;0,221121;0;0;0,00;525,42;4429,63;0,034320;0,00;0,034320;0,034320
20;45740;50704;0;3556;146281,29;120715,64;43884,39;292562,57;0.00;0.00;0,333102;0,099170;0,501134;0,217144;0;0;0,00;552,92;4468,82;0,035560;0,00;0,035560;0,035560
21;44024;52462;0;3514;145676,01;120285,84;43702,80;291352,02;0.00;0.00;0,332118;0,102826;0,493264;0,225459;0;0;0,00;511,12;4409,10;0,035140;0,00;0,035140;0,035140
22;48090;48489;0;3421;148662,69;123466,29;44598,81;297325,38;0.00;0.00;0,331800;0,169202;0,515023;0,199789;0;0;0,00;629,77;4524,44;0,034210;0,00;0,034210;0,034210
23;49405;47300;0;3295;150027,84;124243,65;45008,35;300055,68;0.00;0.00;0,330920;0,149249;0,520270;0,191922;0;0;0,00;688,99;4565,88;0,032950;0,00;0,032950;0,032950
24;47160;49406;0;3434;147688,63;121915,47;44306,59;295377,26;0.00;0.00;0,332641;0,128233;0,508370;0,209186;0;0;0,00;599,85;4506,67;0,034340;0,00;0,034340;0,034340
25;44357;52113;0;3530;145385,01;119538,09;43615,50;290770,01;0.00;0.00;0,332857;0,119725;0,495536;0,223217;0;0;0,00;515,13;4442,42;0,035300;0,00;0,035300;0,035300
26;45592;50964;0;3444;147075,75;121446,07;44122,73;294151,50;0.00;0.00;0,332390;0,160238;0,502509;0,214911;0;0;0,00;553,41;4462,65;0,034440;0,00;0,034440;0,034440
27;49707;46975;0;3318;151388,34;124778,81;45416,50;302776,68;0.00;0.00;0,331302;0,129908;0,525069;0,183959;0;0;0,00;702,79;4566,66;0,033180;0,00;0,033180;0,033180
28;44291;52115;0;3594;145434,16;119984,52;43630,25;290868,32;0.00;0.00;0,333328;0,116547;0,493417;0,223854;0;0;0,00;516,80;4419,15;0,035940;0,00;0,035940;0,035940
29;48414;48268;0;3318;148526,05;122650,78;44557,82;297052,11;0.00;0.00;0,331621;0,153013;0,511607;0,204179;0;0;0,00;647,83;4536,04;0,033180;0,00;0,033180;0,033180
30;44811;51793;0;3396;146522,84;121215,88;43956,85;293045,68;0.00;0.00;0,331646;0,176938;0,498707;0,220710;0;0;0,00;532,22;4431,92;0,033960;0,00;0,033960;0,033960
