Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;84455;6889;0;8656;116065,41;92957,64;34819,62;232130,82;0.00;0.00;0,311479;0,081785;0,658417;0,022795;0;0;0,00;1868,67;3969,67;0,086560;0,00;0,161430;0,155450
2;84283;7335;0;8382;115003,57;91714,64;34501,07;230007,13;0.00;0.00;0,313548;0,092632;0,661064;0,020919;0;0;0,00;1867,95;3962,73;0,083820;0,00;0,163310;0,157170
3;84781;6637;0;8582;116799,41;93432,50;35039,82;233598,81;0.00;0.00;0,309152;0,112602;0,658651;0,022622;0;0;0,00;1873,63;3969,54;0,085820;0,00;0,158720;0,152190
4;82289;8707;0;9004;113661,05;90984,09;34098,32;227322,10;0.00;0.00;0,329494;0,184034;0,659511;0,024006;0;0;0,00;1808,55;3942,11;0,090040;0,00;0,182740;0,177110
5;81480;8791;0;9729;112404,47;89755,29;33721,34;224808,95;0.00;0.00;0,336791;0,098052;0,657900;0,024514;0;0;0,00;1778,22;3936,41;0,097290;0,00;0,190320;0,185200
6;82555;8336;0;9109;113783,83;91199,11;34135,15;227567,66;0.00;0.00;0,327175;0,032894;0,659716;0,022356;0;0;0,00;1813,67;3950,67;0,091090;0,00;0,180260;0,174450
7;86902;5304;0;7794;118972,84;95475,20;35691,85;237945,68;0.00;0.00;0,291693;0,171329;0,661987;0,020845;0;0;0,00;1931,33;3988,37;0,077940;0,00;0,138230;0,130980
8;85204;6551;0;8245;116898,80;94003,96;35069,64;233797,60;0.00;0.00;0,305451;0,116737;0,659863;0,021496;0;0;0,00;1882,02;3969,83;0,082450;0,00;0,154340;0,147960
9;82506;8354;0;9140;113737,82;91163,57;34121,35;227475,64;0.00;0.00;0,327933;0,155681;0,658432;0,023793;0;0;0,00;1814,94;3940,63;0,091400;0,00;0,180280;0,174940
10;87158;5237;0;7605;121266,58;97398,36;36379,97;242533,15;0.00;0.00;0,289736;0,078433;0,656734;0,026310;0;0;0,00;1924,40;3992,75;0,076050;0,00;0,135770;0,128420
11;85319;6493;0;8188;117521,35;93897,76;35256,40;235042,70;0.00;0.00;0,305281;0,155826;0,660582;0,021193;0;0;0,00;1884,95;3960,40;0,081880;0,00;0,153070;0,146810
12;82286;8522;0;9192;113170,31;90857,17;33951,09;226340,63;0.00;0.00;0,329962;0,107309;0,659273;0,023302;0;0;0,00;1802,32;3943,66;0,091920;0,00;0,182600;0,177140
13;82802;7878;0;9320;114515,75;92076,64;34354,73;229031,50;0.00;0.00;0,325231;0,075850;0,657588;0,024175;0;0;0,00;1823,03;3945,96;0,093200;0,00;0,177880;0,171980
14;86699;5320;0;7981;118489,59;94864,64;35546,88;236979,17;0.00;0.00;0,293171;0,114075;0,660004;0,021890;0;0;0,00;1923,08;3988,07;0,079810;0,00;0,140370;0,133010
15;87249;4859;0;7892;119739,73;96021,48;35921,92;239479,45;0.00;0.00;0,288936;0,128881;0,659889;0,022608;0;0;0,00;1933,30;3988,33;0,078920;0,00;0,134970;0,127510
16;83279;7986;0;8735;114483,72;91607,64;34345,12;228967,44;0.00;0.00;0,322040;0,189050;0,658691;0,022186;0;0;0,00;1830,41;3952,18;0,087350;0,00;0,173130;0,167210
17;85424;6404;0;8172;117392,56;94330,54;35217,77;234785,11;0.00;0.00;0,303680;0,172259;0,661337;0,021444;0;0;0,00;1899,41;3969,49;0,081720;0,00;0,152640;0,145760
18;84062;7226;0;8712;114891,94;91841,61;34467,58;229783,87;0.00;0.00;0,314935;0,127293;0,658257;0,022675;0;0;0,00;1856,57;3972,00;0,087120;0,00;0,165750;0,159380
19;86816;5211;0;7973;118861,29;95438,08;35658,39;237722,57;0.00;0.00;0,291890;0,151653;0,660858;0,022430;0;0;0,00;1932,70;3974,15;0,079730;0,00;0,138560;0,131840
20;81359;9252;0;9389;112614,89;90106,89;33784,47;225229,77;0.00;0.00;0,337324;0,092361;0,657907;0,025107;0;0;0,00;1779,95;3943,88;0,093890;0,00;0,191390;0,186410
21;86415;5502;0;8083;118747,14;95164,65;35624,14;237494,28;0.00;0.00;0,295031;0,098155;0,657204;0,023946;0;0;0,00;1915,73;3981,37;0,080830;0,00;0,142690;0,135850
22;85861;5814;0;8325;117118,72;94405,17;35135,62;234237,44;0.00;0.00;0,300103;0,165219;0,660144;0,022129;0;0;0,00;1908,81;3977,72;0,083250;0,00;0,148220;0,141390
23;85165;6389;0;8446;117585,92;94490,29;35275,78;235171,83;0.00;0.00;0,306162;0,144245;0,659984;0,022828;0;0;0,00;1889,91;3960,97;0,084460;0,00;0,154630;0,148350
24;85546;6369;0;8085;117157,85;94069,99;35147,35;234315,70;0.00;0.00;0,303491;0,122346;0,660448;0,021798;0;0;0,00;1890,26;3979,81;0,080850;0,00;0,150820;0,144540
