Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;46768;28962;19522;4748;132940,74;115794,66;39882,22;265881,48;0.00;0.00;0,376614;0,084249;0,558367;0,171750;0;0;0,00;494,22;4478,56;0,047480;0,00;0,047480;0,047480
2;48525;28091;18845;4539;134807,85;117902,72;40442,36;269615,71;0.00;0.00;0,373632;0,094588;0,563238;0,164493;0;0;0,00;571,66;4526,00;0,045390;0,00;0,045390;0,045390
3;43775;30623;20722;4880;130100,26;113178,16;39030,08;260200,53;0.00;0.00;0,380200;0,069272;0,548748;0,185050;0;0;0,00;395,68;4404,48;0,048800;0,00;0,048800;0,048800
4;44331;30561;20186;4922;129380,01;112581,64;38814,00;258760,02;0.00;0.00;0,379491;0,166341;0,550632;0,183745;0;0;0,00;414,96;4425,73;0,049220;0,00;0,049220;0,049220
5;49915;27490;18092;4503;136945,90;120000,83;41083,77;273891,80;0.00;0.00;0,370680;0,100283;0,570282;0,155075;0;0;0,00;642,07;4563,96;0,045030;0,00;0,045030;0,045030
6;48395;28302;18829;4474;135674,31;118685,44;40702,29;271348,62;0.00;0.00;0,372963;0,095284;0,564250;0,163029;0;0;0,00;565,12;4532,58;0,044740;0,00;0,044740;0,044740
7;47964;28132;19094;4810;133832,63;116858,31;40149,79;267665,27;0.00;0.00;0,375918;0,134446;0,562245;0,166665;0;0;0,00;541,83;4523,82;0,048100;0,00;0,048100;0,048100
8;48752;28128;18731;4389;134787,83;118347,89;40436,35;269575,67;0.00;0.00;0,372057;0,117410;0,563480;0,163697;0;0;0,00;580,13;4534,68;0,043890;0,00;0,043890;0,043890
9;47097;28772;19411;4720;133794,28;116933,18;40138,29;267588,57;0.00;0.00;0,376205;0,102234;0,560234;0,168347;0;0;0,00;507,44;4487,81;0,047200;0,00;0,047200;0,047200
10;49330;27525;18884;4261;137280,25;119897,85;41184,08;274560,50;0.00;0.00;0,371183;0,078863;0,566774;0,158807;0;0;0,00;607,98;4547,30;0,042610;0,00;0,042610;0,042610
