Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;55967;15860;10444;17729;100294,86;85318,91;30088,46;200589,73;0.00;0.00;0,508723;0,080070;0,629429;0,077283;0;0;0,00;784,28;3872,35;0,177290;0,00;0,440330;0,440330
2;58764;15287;9699;16250;103091,17;88234,06;30927,35;206182,35;0.00;0.00;0,488699;0,090569;0,631978;0,071384;0;0;0,00;975,78;3916,15;0,162500;0,00;0,412360;0,412360
3;57098;15328;9993;17581;100381,85;85417,03;30114,56;200763,71;0.00;0.00;0,501473;0,065221;0,629130;0,076148;0;0;0,00;872,18;3896,92;0,175810;0,00;0,429020;0,429020
4;55416;15755;10477;18352;98131,17;83441,17;29439,35;196262,34;0.00;0.00;0,513370;0,165971;0,628407;0,081018;0;0;0,00;742,04;3873,20;0,183520;0,00;0,445840;0,445840
5;56552;15585;10113;17750;100989,04;86554,73;30296,71;201978,09;0.00;0.00;0,504904;0,097017;0,631646;0,073452;0;0;0,00;830,40;3885,17;0,177500;0,00;0,434480;0,434480
6;56580;16021;10261;17138;102416,22;87775,01;30724,87;204832,44;0.00;0.00;0,504017;0,091815;0,631021;0,073300;0;0;0,00;833,14;3883,51;0,171380;0,00;0,434200;0,434200
7;58341;15143;9573;16943;102716,08;88232,47;30814,82;205432,17;0.00;0.00;0,492293;0,131880;0,634265;0,069458;0;0;0,00;949,02;3912,15;0,169430;0,00;0,416590;0,416590
8;57414;15078;10018;17490;100353,62;86304,31;30106,09;200707,24;0.00;0.00;0,499449;0,114397;0,629810;0,074978;0;0;0,00;897,02;3901,46;0,174900;0,00;0,425860;0,425860
9;59383;14989;9301;16327;104137,52;89758,55;31241,26;208275,04;0.00;0.00;0,484275;0,098030;0,635633;0,066616;0;0;0,00;1018,63;3921,36;0,163270;0,00;0,406170;0,406170
10;59176;15408;9361;16055;104734,83;90016,02;31420,45;209469,65;0.00;0.00;0,485732;0,074992;0,634357;0,067109;0;0;0,00;999,36;3926,68;0,160550;0,00;0,408240;0,408240
11;56395;15905;10382;17318;101616,13;86496,53;30484,84;203232,27;0.00;0.00;0,505881;0,115733;0,630071;0,075984;0;0;0,00;806,42;3884,26;0,173180;0,00;0,436050;0,436050
12;57998;15441;9796;16765;102789,85;88468,76;30836,96;205579,71;0.00;0.00;0,493852;0,115166;0,634044;0,070807;0;0;0,00;938,45;3910,75;0,167650;0,00;0,420020;0,420020
13;59316;15340;9475;15869;105958,55;91323,70;31787,57;211917,11;0.00;0.00;0,484349;0,141602;0,636001;0,065580;0;0;0,00;1013,74;3928,00;0,158690;0,00;0,406840;0,406840
14;55751;15379;10342;18528;98754,55;84171,60;29626,37;197509,11;0.00;0.00;0,511345;0,111858;0,628982;0,079165;0;0;0,00;759,78;3867,09;0,185280;0,00;0,442490;0,442490
15;56964;15207;9911;17918;99387,13;84924,86;29816,14;198774,25;0.00;0.00;0,502637;0,095084;0,628982;0,077378;0;0;0,00;859,10;3889,90;0,179180;0,00;0,430360;0,430360
16;56393;15861;10132;17614;101269,17;86653,37;30380,75;202538,35;0.00;0.00;0,505837;0,040244;0,629126;0,075097;0;0;0,00;819,61;3887,55;0,176140;0,00;0,436070;0,436070
17;57791;15434;9819;16956;102510,77;87721,22;30753,23;205021,53;0.00;0.00;0,495888;0,193726;0,632686;0,072585;0;0;0,00;914,00;3904,82;0,169560;0,00;0,422090;0,422090
18;59343;15323;9598;15736;104665,89;90224,25;31399,77;209331,79;0.00;0.00;0,483542;0,125242;0,634169;0,066940;0;0;0,00;1017,89;3927,43;0,157360;0,00;0,406570;0,406570
19;57400;15555;10073;16972;102347,70;87916,24;30704,31;204695,39;0.00;0.00;0,498313;0,151231;0,631830;0,072625;0;0;0,00;890,13;3906,56;0,169720;0,00;0,426000;0,426000
