Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
11;-0,201335;0,667070;0,161754;3,691639;4666,000000;-7126927234,929090;0,167197;0,040000;0,300000;0,074296;0,087458;0,726644;0,468931;0,153710;0,035473;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,199210;0,683000;0,144628;3,672105;4666,000000;-7085643231,866400;0,213037;0,040000;0,300000;0,065508;0,079119;0,703833;0,451835;0,128708;0,025597;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,200288;0,628880;0,187915;3,740889;4666,000000;-7237756968,442967;0,076118;0,040000;0,300000;0,066445;0,121470;0,768166;0,505326;0,191449;0,023372;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,199756;0,668160;0,153804;3,699013;4666,000000;-7141894014,829422;0,189761;0,040000;0,300000;0,067351;0,086453;0,755319;0,454545;0,139244;0,035354;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
15;-0,200426;0,669780;0,155582;3,697162;4666,000000;-7137096326,364947;0,203477;0,040000;0,300000;0,069669;0,085914;0,723549;0,465268;0,139369;0,040886;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
16;-0,200051;0,605300;0,194439;3,786836;4666,000000;-7336355138,841796;0,021492;0,040000;0,317116;0,066001;0,128438;0,761733;0,496099;0,208210;0,028476;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
17;-0,201266;0,657590;0,165830;3,710677;4666,000000;-7169377308,095824;0,142703;0,040000;0,300000;0,075863;0,089967;0,721254;0,474529;0,159349;0,031987;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
18;-0,200317;0,586040;0,204645;3,814477;4666,000000;-7406375963,307703;0,021253;0,040000;0,329447;0,061657;0,142988;0,814035;0,526419;0,214703;0,036728;0,000911;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
19;-0,200211;0,562030;0,196756;3,859240;4666,000000;-7483364566,648541;0,017375;0,040000;0,351362;0,058996;0,137760;0,755396;0,510336;0,208774;0,020033;0,000456;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
20;-0,201158;0,681560;0,150423;3,672913;4666,000000;-7091560809,247789;0,179878;0,040000;0,300000;0,076365;0,074058;0,762238;0,451944;0,132800;0,033784;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
21;-0,202627;0,655700;0,175217;3,705981;4666,000000;-7153500926,531020;0,142452;0,040000;0,300000;0,078398;0,096819;0,753472;0,488062;0,172559;0,043771;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
22;-0,199563;0,628940;0,181960;3,753009;4666,000000;-7268537727,895948;0,095327;0,040000;0,302527;0,064087;0,117873;0,733333;0,490301;0,186057;0,026801;0,000456;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
23;-0,200751;0,691620;0,136712;3,662291;4666,000000;-7058664405,403137;0,258627;0,040000;0,300000;0,073198;0,063514;0,707317;0,396256;0,126565;0,047863;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
24;-0,195589;0,645270;0,145978;3,736676;4666,000000;-7234453161,179067;0,168203;0,040000;0,300000;0,052637;0,093340;0,774648;0,398990;0,140300;0,028523;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
25;-0,200620;0,668400;0,156230;3,696739;4666,000000;-7147635193,061087;0,188106;0,040000;0,300000;0,071569;0,084661;0,756184;0,458213;0,142712;0,037225;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
26;-0,199335;0,668530;0,153190;3,691834;4666,000000;-7131596098,870098;0,163959;0,040000;0,300000;0,068120;0,085070;0,736111;0,461756;0,134152;0,033841;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
27;-0,202372;0,698840;0,140486;3,646490;4666,000000;-6990499911,638866;0,260288;0,040000;0,300000;0,078995;0,061491;0,703571;0,414239;0,132530;0,055077;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
28;-0,199878;0,661770;0,155266;3,706325;4666,000000;-7155862457,769550;0,221728;0,040000;0,300000;0,067427;0,087839;0,705263;0,455613;0,148371;0,027119;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
29;-0,203534;0,639510;0,193340;3,727174;4666,000000;-7213997112,597471;0,086056;0,040000;0,300000;0,081533;0,111807;0,746528;0,512097;0,201376;0,043624;0,000000;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
30;-0,200079;0,585460;0,204748;3,816089;4666,000000;-7387272663,782249;0,013382;0,040000;0,331372;0,059253;0,145495;0,733096;0,513320;0,226904;0,023411;0,000455;0,000000;0,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
