Month;Inflation_mean;Inflation_std;Inflation_p05;Inflation_p95;Unemployment_mean;Unemployment_std;Unemployment_p05;Unemployment_p95;TotalAdoption_mean;TotalAdoption_std;TotalAdoption_p05;TotalAdoption_p95;ExRate_mean;ExRate_std;ExRate_p05;ExRate_p95;MarketWage_mean;MarketWage_std;MarketWage_p05;MarketWage_p95;GovDebt_mean;GovDebt_std;GovDebt_p05;GovDebt_p95;NPL_mean;NPL_std;NPL_p05;NPL_p95;RefRate_mean;RefRate_std;RefRate_p05;RefRate_p95;PriceLevel_mean;PriceLevel_std;PriceLevel_p05;PriceLevel_p95;AutoRatio_mean;AutoRatio_std;AutoRatio_p05;AutoRatio_p95;HybridRatio_mean;HybridRatio_std;HybridRatio_p05;HybridRatio_p95;BPO_Auto_mean;BPO_Auto_std;BPO_Auto_p05;BPO_Auto_p95;Manuf_Auto_mean;Manuf_Auto_std;Manuf_Auto_p05;Manuf_Auto_p95;Retail_Auto_mean;Retail_Auto_std;Retail_Auto_p05;Retail_Auto_p95;Health_Auto_mean;Health_Auto_std;Health_Auto_p05;Health_Auto_p95;Public_Auto_mean;Public_Auto_std;Public_Auto_p05;Public_Auto_p95;Agri_Auto_mean;Agri_Auto_std;Agri_Auto_p05;Agri_Auto_p95;EffectiveBDP_mean;EffectiveBDP_std;EffectiveBDP_p05;EffectiveBDP_p95;BPO_Sigma_mean;BPO_Sigma_std;BPO_Sigma_p05;BPO_Sigma_p95;Manuf_Sigma_mean;Manuf_Sigma_std;Manuf_Sigma_p05;Manuf_Sigma_p95;Retail_Sigma_mean;Retail_Sigma_std;Retail_Sigma_p05;Retail_Sigma_p95;Health_Sigma_mean;Health_Sigma_std;Health_Sigma_p05;Health_Sigma_p95;Public_Sigma_mean;Public_Sigma_std;Public_Sigma_p05;Public_Sigma_p95;Agri_Sigma_mean;Agri_Sigma_std;Agri_Sigma_p05;Agri_Sigma_p95;MeanDegree_mean;MeanDegree_std;MeanDegree_p05;MeanDegree_p95;IoFlows_mean;IoFlows_std;IoFlows_p05;IoFlows_p95;IoGdpRatio_mean;IoGdpRatio_std;IoGdpRatio_p05;IoGdpRatio_p95
1;0,013798;0,000043;0,013707;0,013856;0,002080;0,000000;0,002080;0,002080;0,000413;0,000233;0,000100;0,000800;4,330253;0,000089;4,330127;4,330417;8268,073113;0,000000;8268,073113;8268,073113;-73747320,689419;102612,041070;-73894710,523607;-73554130,347196;0,004546;0,017024;0,000000;0,065572;0,052264;0,000005;0,052257;0,052273;0,999944;0,000012;0,999919;0,999960;0,000153;0,000136;0,000000;0,000400;0,000260;0,000178;0,000100;0,000600;0,000556;0,001511;0,000000;0,003333;0,000521;0,000537;0,000000;0,001250;0,000689;0,000419;0,000222;0,001556;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
2;0,009019;0,000093;0,008843;0,009141;0,002070;0,000000;0,002070;0,002070;0,000803;0,000306;0,000300;0,001400;4,330591;0,000106;4,330400;4,330768;8269,903664;0,143728;8269,660583;8270,097137;-147323809,610491;206018,104210;-147652676,276395;-146943523,129059;0,019688;0,037097;0,000000;0,105142;0,048604;0,000005;0,048595;0,048613;0,999766;0,000029;0,999710;0,999804;0,000307;0,000195;0,000000;0,000700;0,000497;0,000229;0,000200;0,000900;0,001889;0,002225;0,000000;0,006667;0,001000;0,000714;0,000000;0,002500;0,001296;0,000605;0,000222;0,002222;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
3;0,005327;0,000144;0,005049;0,005529;0,002070;0,000000;0,002070;0,002070;0,001257;0,000439;0,000700;0,002000;4,330993;0,000134;4,330786;4,331233;8271,483549;0,295912;8271,039962;8271,952947;-220767815,693422;307904,489555;-221278515,626602;-220168245,094926;0,029143;0,048513;0,000000;0,110369;0,046045;0,000006;0,046036;0,046054;0,999492;0,000051;0,999399;0,999561;0,000437;0,000236;0,000100;0,001000;0,000820;0,000320;0,000400;0,001400;0,003223;0,003387;0,000000;0,010000;0,001646;0,000920;0,000000;0,003750;0,001985;0,000866;0,000667;0,003333;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
4;0,002472;0,000203;0,002059;0,002780;0,002062;0,000004;0,002060;0,002070;0,001693;0,000638;0,000800;0,002900;4,331446;0,000175;4,331163;4,331759;8272,809969;0,478278;8272,062262;8273,551088;-294131984,761872;416210,609787;-294845456,892225;-293297170,191717;0,031663;0,040780;0,000000;0,104850;0,044256;0,000007;0,044244;0,044269;0,999143;0,000078;0,998989;0,999258;0,000567;0,000281;0,000200;0,001000;0,001127;0,000466;0,000500;0,002100;0,004334;0,004401;0,000000;0,013333;0,002188;0,001030;0,000625;0,003750;0,002689;0,001230;0,000889;0,005111;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
5;0,000257;0,000277;-0,000273;0,000687;0,002060;0,000003;0,002060;0,002060;0,002224;0,000775;0,001000;0,003600;4,331948;0,000226;4,331585;4,332356;8273,869234;0,758256;8272,637979;8275,060184;-367459477,418774;532406,985862;-368398323,394042;-366383724,323218;0,028123;0,033600;0,000000;0,081396;0,043007;0,000008;0,042995;0,043023;0,998734;0,000114;0,998514;0,998904;0,000687;0,000373;0,000200;0,001300;0,001537;0,000535;0,000700;0,002400;0,007001;0,005117;0,000000;0,020000;0,002855;0,001395;0,000625;0,005625;0,003452;0,001384;0,001112;0,006222;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
6;-0,001469;0,000346;-0,002073;-0,000907;0,002070;0,000076;0,002050;0,002060;0,002794;0,000873;0,001500;0,004200;4,332476;0,000248;4,332097;4,332916;8274,637082;1,132777;8272,826600;8276,450394;-440788012,020386;652684,690948;-441977650,334544;-439462883,350960;0,023134;0,025096;0,000000;0,055998;0,042134;0,000008;0,042123;0,042147;0,998277;0,000155;0,997992;0,998514;0,000787;0,000392;0,000200;0,001400;0,002007;0,000644;0,001000;0,003100;0,009447;0,005969;0,003333;0,023333;0,003668;0,001588;0,001250;0,006254;0,004267;0,001569;0,001556;0,006889;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
7;-0,002839;0,000417;-0,003482;-0,002134;0,002078;0,000106;0,002050;0,002160;0,003477;0,001041;0,001801;0,005200;4,333059;0,000292;4,332636;4,333575;8275,118389;1,544599;8272,737248;8277,671998;-514137001,934564;784273,690665;-515584803,178279;-512541036,663768;0,021730;0,023081;0,000000;0,046860;0,041526;0,000008;0,041514;0,041540;0,997775;0,000202;0,997429;0,998098;0,000907;0,000448;0,000200;0,001800;0,002570;0,000749;0,001400;0,003801;0,012562;0,006600;0,003333;0,026667;0,004668;0,001922;0,001875;0,008130;0,005208;0,001852;0,002223;0,008667;0,000167;0,000500;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
8;-0,003953;0,000491;-0,004689;-0,003067;0,002224;0,000255;0,002040;0,002800;0,004181;0,001198;0,002201;0,005901;4,333696;0,000355;4,333138;4,334280;8275,253199;2,045286;8272,072120;8278,695118;-587526856,956330;925466,621794;-589273508,127693;-585641260,075816;0,020723;0,019571;0,000000;0,051936;0,041104;0,000010;0,041089;0,041123;0,997230;0,000255;0,996820;0,997662;0,001087;0,000535;0,000200;0,002000;0,003094;0,000865;0,001801;0,004701;0,015681;0,006573;0,006667;0,026846;0,005647;0,002163;0,001875;0,009381;0,006201;0,002079;0,002891;0,010227;0,000278;0,000756;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
9;-0,004884;0,000580;-0,005780;-0,003849;0,002456;0,000447;0,002040;0,003380;0,005028;0,001434;0,002601;0,007402;4,334378;0,000419;4,333677;4,335088;8275,008063;2,634452;8270,771750;8279,420332;-660972331,631080;1069157,992206;-662943507,006736;-658803496,720321;0,020373;0,017581;0,000000;0,050146;0,040810;0,000011;0,040792;0,040826;0,996644;0,000317;0,996145;0,997214;0,001257;0,000613;0,000400;0,002300;0,003771;0,001014;0,002201;0,005402;0,019800;0,007506;0,010000;0,033333;0,007107;0,002665;0,001876;0,010632;0,007291;0,002467;0,003336;0,012444;0,000278;0,000756;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10;-0,005680;0,000668;-0,006721;-0,004563;0,002833;0,000647;0,002040;0,004160;0,005845;0,001553;0,003401;0,008502;4,335073;0,000451;4,334275;4,335824;8274,312515;3,326947;8268,687515;8279,638952;-734485583,964708;1216263,739008;-736675386,145080;-732027207,090280;0,020839;0,017806;0,000000;0,049160;0,040606;0,000010;0,040587;0,040619;0,996018;0,000386;0,995405;0,996689;0,001424;0,000646;0,000400;0,002501;0,004421;0,001136;0,002401;0,006202;0,023475;0,007781;0,013333;0,040000;0,008608;0,003375;0,001877;0,013767;0,008328;0,002549;0,004670;0,012889;0,000278;0,000756;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
