Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
1;-0,218358;0,846210;0,123526;3,585449;5666,000000;11224824894,712255;0,364804;0,040000;0,300000;0,109028;0,014498;0,922261;0,589681;0,078033;0,041943;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
2;-0,213961;0,840030;0,111991;3,613964;5666,000000;11172309866,759870;0,378287;0,040000;0,300000;0,092949;0,019042;0,898917;0,584810;0,066411;0,021930;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
3;-0,220576;0,855530;0,126932;3,546285;5666,000000;11334939199,300610;0,363698;0,040000;0,300000;0,111477;0,015454;0,914286;0,553936;0,109541;0,035377;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
4;-0,219611;0,853920;0,125331;3,546022;5666,000000;11330669420,594748;0,357712;0,040000;0,300000;0,109028;0,016303;0,895105;0,542700;0,105634;0,027972;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
5;-0,214872;0,833920;0,120771;3,644775;5666,000000;11090936754,628744;0,378175;0,040000;0,300000;0,100218;0,020553;0,886447;0,590000;0,069839;0,029289;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
6;-0,218386;0,837920;0,132752;3,619635;5666,000000;11142571871,617031;0,366291;0,040000;0,300000;0,113071;0,019681;0,931900;0,621399;0,086873;0,038055;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
7;-0,218269;0,841220;0,126880;3,598444;5666,000000;11186750996,800182;0,356907;0,040000;0,300000;0,112594;0,014286;0,899306;0,573951;0,090793;0,029979;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
8;-0,215960;0,839610;0,120112;3,609581;5666,000000;11162243942,671950;0,358636;0,040000;0,300000;0,103166;0,016946;0,879433;0,593458;0,079641;0,023148;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
9;-0,219043;0,843690;0,129063;3,593244;5666,000000;11220021641,966173;0,366957;0,040000;0,300000;0,112428;0,016635;0,922261;0,593182;0,087467;0,041304;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
10;-0,216147;0,835350;0,123967;3,639518;5666,000000;11103302020,503740;0,390963;0,040000;0,300000;0,102847;0,021120;0,931408;0,633867;0,077304;0,031315;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
11;-0,218920;0,846650;0,125437;3,583525;5666,000000;11248503110,909770;0,364794;0,040000;0,300000;0,111262;0,014175;0,899642;0,586797;0,088313;0,049217;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,217666;0,844410;0,123870;3,597122;5666,000000;11214291193,902561;0,353143;0,040000;0,300000;0,106367;0,017503;0,923077;0,579310;0,082337;0,035714;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,220357;0,844210;0,133910;3,592991;5666,000000;11217591250,691370;0,378017;0,040000;0,300000;0,116427;0,017483;0,927536;0,598214;0,102922;0,040359;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,222106;0,853290;0,131706;3,547687;5666,000000;11319440799,258812;0,376582;0,040000;0,300000;0,121622;0,010085;0,931408;0,566234;0,113833;0,042986;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
15;-0,218559;0,848980;0,124926;3,563963;5666,000000;11287698797,714370;0,358805;0,040000;0,300000;0,106316;0,018610;0,938406;0,610667;0,084536;0,042918;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
16;-0,220216;0,849190;0,127517;3,580518;5666,000000;11249070194,272234;0,369331;0,040000;0,300000;0,115278;0,012238;0,905455;0,571788;0,104972;0,039046;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
17;-0,219181;0,844640;0,127704;3,588565;5666,000000;11220702018,685154;0,352064;0,040000;0,300000;0,115259;0,012445;0,882143;0,580046;0,096879;0,046980;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
18;-0,215987;0,835360;0,123353;3,635463;5666,000000;11093481316,152480;0,385039;0,040000;0,300000;0,104502;0,018851;0,945652;0,608137;0,069071;0,034188;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
19;-0,220183;0,847360;0,132396;3,567920;5666,000000;11277147997,656864;0,345757;0,040000;0,300000;0,116188;0,016208;0,925267;0,562802;0,109518;0,037281;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
20;-0,219130;0,848460;0,124655;3,579944;5666,000000;11247221867,369158;0,367092;0,040000;0,300000;0,110477;0,014179;0,893382;0,587500;0,095078;0,031461;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
21;-0,217313;0,841640;0,121771;3,611513;5666,000000;11175918734,871980;0,382185;0,040000;0,300000;0,105623;0,016147;0,938628;0,598109;0,068564;0,048673;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
22;-0,218457;0,844000;0,127224;3,591729;5666,000000;11216883786,443285;0,358643;0,040000;0,300000;0,111728;0,015496;0,898551;0,565116;0,096042;0,056522;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
23;-0,216514;0,837300;0,124699;3,630277;5666,000000;11122391302,019104;0,372990;0,040000;0,300000;0,105058;0,019641;0,905797;0,597077;0,073796;0,041215;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
24;-0,219226;0,846740;0,126609;3,580026;5666,000000;11233865437,476107;0,375046;0,040000;0,300000;0,111783;0,014826;0,946809;0,550000;0,097627;0,039301;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
25;-0,217920;0,846500;0,122417;3,591172;5666,000000;11224859936,201365;0,367434;0,040000;0,300000;0,106628;0,015789;0,919014;0,549261;0,088721;0,032823;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
26;-0,216261;0,845270;0,117978;3,589311;5666,000000;11228272256,456259;0,356116;0,040000;0,300000;0,100349;0,017629;0,916058;0,565111;0,078042;0,021978;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
27;-0,220641;0,856990;0,125364;3,537557;5666,000000;11374383619,058834;0,359337;0,040000;0,300000;0,112266;0,013098;0,893238;0,574526;0,095131;0,030445;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
