Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
15;47133;29141;20107;3619;175636,80;139940,16;52691,04;351273,61;0.00;0.00;0,369992;0,228390;0,554734;0,173866;0;0;0,00;503,32;4508,36;0,036190;0,00;0,036190;0,036190
16;49293;27814;19403;3490;178886,93;142599,88;53666,08;357773,87;0.00;0.00;0,367193;0,236649;0,562395;0,162431;0;0;0,00;616,54;4553,95;0,034900;0,00;0,034900;0,034900
17;46691;29160;20438;3711;177533,62;141191,32;53260,08;355067,23;0.00;0.00;0,371100;0,239466;0,557535;0,173101;0;0;0,00;489,80;4488,67;0,037110;0,00;0,037110;0,037110
18;46956;29227;20141;3676;175177,49;139286,00;52553,25;350354,97;0.00;0.00;0,370415;0,166747;0,555164;0,173820;0;0;0,00;499,20;4515,28;0,036760;0,00;0,036760;0,036760
19;48845;27880;19640;3635;177952,83;141952,26;53385,85;355905,65;0.00;0.00;0,367997;0,197631;0,562155;0,165421;0;0;0,00;584,46;4549,88;0,036350;0,00;0,036350;0,036350
20;46645;29218;20343;3794;175110,09;139540,56;52533,03;350220,19;0.00;0.00;0,371555;0,128504;0,554225;0,175925;0;0;0,00;483,69;4487,96;0,037940;0,00;0,037940;0,037940
21;45723;29685;20772;3820;174062,29;138103,55;52218,69;348124,58;0.00;0.00;0,372424;0,133880;0,550247;0,181377;0;0;0,00;456,79;4443,64;0,038200;0,00;0,038200;0,038200
22;47969;28323;19940;3768;176995,87;141233,22;53098,76;353991,74;0.00;0.00;0,370396;0,256291;0,560452;0,167456;0;0;0,00;542,90;4529,42;0,037680;0,00;0,037680;0,037680
23;51364;27218;18123;3295;182453,18;146605,09;54735,95;364906,35;0.00;0.00;0,361721;0,194206;0,572804;0,149541;0;0;0,00;745,53;4615,39;0,032950;0,00;0,032950;0,032950
24;47709;28650;19931;3710;176687,22;140635,78;53006,17;353374,44;0.00;0.00;0,370252;0,172399;0,557871;0,171148;0;0;0,00;530,77;4524,94;0,037100;0,00;0,037100;0,037100
25;49224;27730;19462;3584;177167,53;141031,95;53150,26;354335,06;0.00;0.00;0,367726;0,151379;0,560728;0,166408;0;0;0,00;596,51;4574,33;0,035840;0,00;0,035840;0,035840
26;48943;28127;19296;3634;177572,09;141782,27;53271,63;355144,18;0.00;0.00;0,367801;0,206971;0,560772;0,166450;0;0;0,00;589,90;4543,33;0,036340;0,00;0,036340;0,036340
27;49229;27901;19241;3629;178779,64;142195,24;53633,89;357559,29;0.00;0.00;0,367642;0,163653;0,562018;0,163026;0;0;0,00;602,54;4555,96;0,036290;0,00;0,036290;0,036290
28;45276;29893;20952;3879;174243,23;138301,64;52272,97;348486,45;0.00;0.00;0,373570;0,149799;0,550669;0,179428;0;0;0,00;438,93;4438,75;0,038790;0,00;0,038790;0,038790
29;49365;27815;19258;3562;178417,37;142000,12;53525,21;356834,73;0.00;0.00;0,366923;0,199693;0,561479;0,164426;0;0;0,00;617,17;4544,50;0,035620;0,00;0,035620;0,035620
30;50385;27543;18653;3419;179580,24;143197,22;53874,07;359160,49;0.00;0.00;0,364560;0,226153;0,565665;0,159148;0;0;0,00;676,68;4591,52;0,034190;0,00;0,034190;0,034190
