Seed;HH_Employed;HH_Unemployed;HH_Retraining;HH_Bankrupt;MeanSavings;MedianSavings;P10Savings;P90Savings;MeanDebt;TotalDebt;Gini_Individual;Gini_Wealth;MeanSkill;MeanHealthPenalty;RetrainingAttempts;RetrainingSuccesses;ConsumptionP10;ConsumptionP50;ConsumptionP90;BankruptcyRate;MeanMonthsToRuin;PovertyRate_50pct;PovertyRate_30pct
1;85148;4468;2187;8197;157251,14;122591,92;47175,34;314502,28;0.00;0.00;0,305854;0,115260;0,661172;0,024395;0;0;0,00;1883,36;3974,62;0,081970;0,00;0,154910;0,148520
2;82564;6466;2632;8338;153992,87;119230,61;46197,86;307985,75;0.00;0.00;0,327755;0,125473;0,661704;0,024597;0;0;0,00;1817,82;3949,26;0,083380;0,00;0,179970;0,174360
3;84807;4806;2247;8140;156903,87;122025,75;47071,16;313807,74;0.00;0.00;0,309093;0,142793;0,660970;0,025697;0;0;0,00;1869,74;3976,85;0,081400;0,00;0,158490;0,151930
4;81888;6610;2677;8825;152950,52;118813,57;45885,15;305901,03;0.00;0.00;0,333248;0,224021;0,661314;0,026763;0;0;0,00;1792,18;3941,85;0,088250;0,00;0,186710;0,181120
5;83465;5693;2233;8609;155349,84;120944,54;46604,95;310699,67;0.00;0.00;0,320368;0,131550;0,661323;0,025186;0;0;0,00;1829,53;3957,71;0,086090;0,00;0,171160;0,165350
6;81871;6479;2815;8835;153001,13;118774,82;45900,34;306002,27;0.00;0.00;0,332987;0,044164;0,661197;0,025773;0;0;0,00;1792,50;3944,49;0,088350;0,00;0,187260;0,181290
7;81013;6758;3131;9098;151947,95;117935,15;45584,39;303895,91;0.00;0.00;0,340429;0,209339;0,660972;0,026685;0;0;0,00;1763,39;3935,22;0,090980;0,00;0,195120;0,189870
8;82302;6589;2595;8514;153718,58;119796,84;46115,57;307437,17;0.00;0.00;0,329639;0,147635;0,660550;0,025668;0;0;0,00;1800,69;3942,29;0,085140;0,00;0,182750;0,176980
9;82892;6195;2393;8520;153979,75;120169,72;46193,93;307959,51;0.00;0.00;0,324995;0,194326;0,661340;0,024970;0;0;0,00;1820,74;3947,00;0,085200;0,00;0,176780;0,171080
10;87099;3560;2461;6880;163124,85;128118,73;48937,45;326249,70;0.00;0.00;0,290375;0,106946;0,660503;0,027485;0;0;0,00;1919,84;3991,58;0,068800;0,00;0,136430;0,129010
11;82957;6215;2246;8582;155730,86;120757,20;46719,26;311461,72;0.00;0.00;0,325401;0,194470;0,661580;0,025025;0;0;0,00;1809,42;3944,33;0,085820;0,00;0,175940;0,170430
12;83159;6326;2185;8330;153980,34;120359,85;46194,10;307960,68;0.00;0.00;0,322733;0,147771;0,662751;0,023688;0;0;0,00;1822,97;3961,28;0,083300;0,00;0,174290;0,168410
13;85615;4100;2386;7899;157954,90;123989,73;47386,47;315909,80;0.00;0.00;0,302667;0,100961;0,660830;0,026488;0;0;0,00;1893,86;3980,06;0,078990;0,00;0,150800;0,143850
14;84482;5405;2138;7975;156514,67;121787,81;46954,40;313029,33;0.00;0.00;0,311421;0,152930;0,662152;0,024350;0;0;0,00;1862,21;3968,57;0,079750;0,00;0,161900;0,155180
