Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree;IoFlows;IoGdpRatio
11;-0,220161;0,843010;0,133409;3,584018;5666,000000;11204225936,513002;0,369566;0,040000;0,300000;0,118249;0,015160;0,917910;0,604444;0,103316;0,051948;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
12;-0,220476;0,848250;0,130911;3,562012;5666,000000;11256075728,676493;0,360647;0,040000;0,300000;0,118796;0,012114;0,917266;0,572104;0,106225;0,035635;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
13;-0,220251;0,850930;0,130729;3,558478;5666,000000;11271569783,335567;0,364783;0,040000;0,300000;0,113990;0,016740;0,933099;0,581454;0,100207;0,032483;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
14;-0,220641;0,845590;0,133603;3,585272;5666,000000;11202737263,142855;0,359599;0,040000;0,300000;0,118180;0,015423;0,931159;0,614537;0,094980;0,036247;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
15;-0,219369;0,843480;0,131669;3,590305;5666,000000;11185317680,542680;0,361704;0,040000;0,300000;0,115091;0,016578;0,932384;0,605634;0,099286;0,038380;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
16;-0,218009;0,834690;0,130340;3,634449;5666,000000;11065398571,426285;0,392678;0,040000;0,300000;0,112085;0,018255;0,906475;0,633833;0,092212;0,037344;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
17;-0,220227;0,844580;0,131898;3,601978;5666,000000;11184242862,170840;0,388797;0,040000;0,300000;0,117285;0,014613;0,907143;0,600490;0,112367;0,039130;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
18;-0,218784;0,844910;0,126081;3,596154;5666,000000;11163850768,224808;0,367309;0,040000;0,300000;0,111282;0,014799;0,953069;0,594787;0,080311;0,036638;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
19;-0,218148;0,837330;0,130203;3,615315;5666,000000;11123590637,573370;0,374182;0,040000;0,300000;0,112339;0,017864;0,918519;0,635983;0,081722;0,050526;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
20;-0,219365;0,845710;0,128329;3,581673;5666,000000;11207272051,933859;0,358601;0,040000;0,300000;0,115592;0,012736;0,904059;0,615942;0,097690;0,037528;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
21;-0,219864;0,849550;0,130332;3,564766;5666,000000;11252454108,347061;0,348426;0,040000;0,300000;0,114802;0,015530;0,937956;0,537713;0,112390;0,043478;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
22;-0,218427;0,839880;0,129553;3,612509;5666,000000;11135983693,371288;0,366034;0,040000;0,300000;0,111716;0,017837;0,906475;0,589899;0,080795;0,051502;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
23;-0,218228;0,822540;0,144593;3,681461;5666,000000;10962502898,419008;0,413458;0,040000;0,300000;0,114911;0,029682;0,927798;0,669550;0,091934;0,068136;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
24;-0,215871;0,842700;0,117871;3,593729;5666,000000;11180787574,868310;0,362732;0,040000;0,300000;0,100324;0,017547;0,926740;0,540984;0,079686;0,026316;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
25;-0,216585;0,837270;0,122839;3,611013;5666,000000;11126316676,127970;0,362588;0,040000;0,300000;0,107576;0,015263;0,932384;0,565217;0,076101;0,025751;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
26;-0,216946;0,837540;0,124584;3,614365;5666,000000;11142051118,431965;0,372626;0,040000;0,300000;0,106285;0,018299;0,903571;0,578723;0,079416;0,049485;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
27;-0,216534;0,836220;0,124702;3,623275;5666,000000;11115801478,275923;0,376598;0,040000;0,300000;0,106152;0,018549;0,879121;0,625506;0,068878;0,046414;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
28;-0,221934;0,849380;0,138489;3,573579;5666,000000;11234886616,060001;0,368006;0,040000;0,300000;0,120537;0,017952;0,916084;0,584091;0,110577;0,054187;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
29;-0,216743;0,835370;0,128107;3,618711;5666,000000;11107634309,504034;0,371583;0,040000;0,300000;0,106360;0,021747;0,924460;0,599593;0,083082;0,023965;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
30;-0,215074;0,831080;0,124371;3,638532;5666,000000;11055371378,075323;0,374960;0,040000;0,300000;0,102085;0,022286;0,897163;0,613445;0,077501;0,027368;0,000000;0,000000;2000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000;0,000000;0,000000
