Month;Inflation_mean;Inflation_std;Inflation_p05;Inflation_p95;Unemployment_mean;Unemployment_std;Unemployment_p05;Unemployment_p95;TotalAdoption_mean;TotalAdoption_std;TotalAdoption_p05;TotalAdoption_p95;ExRate_mean;ExRate_std;ExRate_p05;ExRate_p95;MarketWage_mean;MarketWage_std;MarketWage_p05;MarketWage_p95;GovDebt_mean;GovDebt_std;GovDebt_p05;GovDebt_p95;NPL_mean;NPL_std;NPL_p05;NPL_p95;RefRate_mean;RefRate_std;RefRate_p05;RefRate_p95;PriceLevel_mean;PriceLevel_std;PriceLevel_p05;PriceLevel_p95;AutoRatio_mean;AutoRatio_std;AutoRatio_p05;AutoRatio_p95;HybridRatio_mean;HybridRatio_std;HybridRatio_p05;HybridRatio_p95;BPO_Auto_mean;BPO_Auto_std;BPO_Auto_p05;BPO_Auto_p95;Manuf_Auto_mean;Manuf_Auto_std;Manuf_Auto_p05;Manuf_Auto_p95;Retail_Auto_mean;Retail_Auto_std;Retail_Auto_p05;Retail_Auto_p95;Health_Auto_mean;Health_Auto_std;Health_Auto_p05;Health_Auto_p95;Public_Auto_mean;Public_Auto_std;Public_Auto_p05;Public_Auto_p95;Agri_Auto_mean;Agri_Auto_std;Agri_Auto_p05;Agri_Auto_p95;EffectiveBDP_mean;EffectiveBDP_std;EffectiveBDP_p05;EffectiveBDP_p95;BPO_Sigma_mean;BPO_Sigma_std;BPO_Sigma_p05;BPO_Sigma_p95;Manuf_Sigma_mean;Manuf_Sigma_std;Manuf_Sigma_p05;Manuf_Sigma_p95;Retail_Sigma_mean;Retail_Sigma_std;Retail_Sigma_p05;Retail_Sigma_p95;Health_Sigma_mean;Health_Sigma_std;Health_Sigma_p05;Health_Sigma_p95;Public_Sigma_mean;Public_Sigma_std;Public_Sigma_p05;Public_Sigma_p95;Agri_Sigma_mean;Agri_Sigma_std;Agri_Sigma_p05;Agri_Sigma_p95;MeanDegree_mean;MeanDegree_std;MeanDegree_p05;MeanDegree_p95;IoFlows_mean;IoFlows_std;IoFlows_p05;IoFlows_p95;IoGdpRatio_mean;IoGdpRatio_std;IoGdpRatio_p05;IoGdpRatio_p95
1;0,013998;0,000027;0,013960;0,014042;0,002080;0,000000;0,002080;0,002080;0,000353;0,000167;0,000000;0,000700;4,330230;0,000069;4,330120;4,330355;8268,073113;0,000000;8268,073113;8268,073113;-73858363,305236;120310,628010;-74073493,241226;-73707555,047410;0,040653;0,100814;0,000000;0,245925;0,052263;0,000004;0,052257;0,052270;1,000000;0,000007;0,999989;1,000012;0,000143;0,000105;0,000000;0,000300;0,000210;0,000119;0,000000;0,000400;0,000778;0,001652;0,000000;0,003333;0,000250;0,000382;0,000000;0,001250;0,000637;0,000352;0,000000;0,001333;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
2;0,009514;0,000066;0,009412;0,009630;0,002070;0,000000;0,002070;0,002070;0,000753;0,000285;0,000400;0,001300;4,330552;0,000124;4,330401;4,330753;8269,921193;0,103488;8269,739956;8270,136824;-147687681,236017;250487,489864;-148128726,063092;-147366980,873646;0,048809;0,092797;0,000000;0,233629;0,048602;0,000006;0,048594;0,048611;0,999920;0,000020;0,999889;0,999957;0,000270;0,000179;0,000000;0,000600;0,000483;0,000171;0,000200;0,000800;0,001222;0,002015;0,000000;0,006667;0,000625;0,000604;0,000000;0,001876;0,001363;0,000550;0,000445;0,002444;0,000056;0,000299;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
3;0,006128;0,000110;0,005971;0,006339;0,002070;0,000000;0,002070;0,002070;0,001180;0,000386;0,000500;0,001800;4,330956;0,000161;4,330746;4,331230;8271,526882;0,246261;8271,159042;8271,952946;-221488784,328514;383098,404370;-222134698,385203;-220980078,841538;0,041863;0,080473;0,000000;0,130147;0,046044;0,000007;0,046034;0,046055;0,999773;0,000037;0,999722;0,999845;0,000400;0,000229;0,000100;0,000700;0,000780;0,000284;0,000300;0,001200;0,002333;0,003459;0,000000;0,010000;0,001104;0,000879;0,000000;0,003125;0,002059;0,000730;0,000667;0,003111;0,000111;0,000416;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
4;0,003558;0,000161;0,003330;0,003869;0,002060;0,000002;0,002060;0,002060;0,001653;0,000587;0,000700;0,002700;4,331402;0,000203;4,331085;4,331748;8272,906576;0,406560;8272,300462;8273,392267;-295286810,326804;515537,577239;-296126816,330807;-294571037,365678;0,038559;0,073580;0,000000;0,100623;0,044255;0,000008;0,044243;0,044269;0,999570;0,000060;0,999484;0,999685;0,000473;0,000253;0,000100;0,000900;0,001180;0,000418;0,000500;0,001800;0,004111;0,004446;0,000000;0,013333;0,001813;0,000999;0,000000;0,004375;0,002741;0,001063;0,001111;0,004667;0,000111;0,000416;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
5;0,001587;0,000226;0,001255;0,001998;0,002060;0,000002;0,002060;0,002060;0,002200;0,000700;0,000900;0,003200;4,331905;0,000238;4,331506;4,332260;8274,039313;0,654060;8272,915921;8274,901346;-369099405,378953;647499,735382;-370155241,526933;-368189100,769912;0,033557;0,053272;0,000000;0,096707;0,043007;0,000008;0,042993;0,043019;0,999319;0,000090;0,999189;0,999488;0,000533;0,000289;0,000100;0,001000;0,001667;0,000486;0,000700;0,002400;0,005222;0,004276;0,000000;0,013333;0,002709;0,001122;0,000625;0,004378;0,003563;0,001347;0,001556;0,005335;0,000111;0,000416;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
6;0,000036;0,000310;-0,000442;0,000579;0,002056;0,000005;0,002050;0,002060;0,002844;0,000984;0,000900;0,004300;4,332489;0,000323;4,331925;4,333008;8274,908774;0,980046;8273,104578;8276,370970;-442939238,049111;780775,657781;-444214731,744359;-441852380,070881;0,032325;0,041979;0,000000;0,148786;0,042137;0,000010;0,042118;0,042153;0,999020;0,000131;0,998828;0,999261;0,000683;0,000398;0,000100;0,001400;0,002160;0,000682;0,000700;0,003300;0,008004;0,005685;0,000000;0,016722;0,003646;0,001724;0,001250;0,006879;0,004475;0,001766;0,001556;0,007113;0,000111;0,000416;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
7;-0,001210;0,000393;-0,001807;-0,000522;0,002076;0,000090;0,002050;0,002230;0,003571;0,001149;0,001400;0,005301;4,333110;0,000369;4,332510;4,333750;8275,419223;1,444205;8273,154216;8277,870648;-516829191,462952;921896,417261;-518390615,196737;-515560661,800282;0,027467;0,032020;0,000000;0,118852;0,041530;0,000010;0,041515;0,041549;0,998677;0,000179;0,998419;0,999003;0,000820;0,000441;0,000200;0,001500;0,002750;0,000850;0,001100;0,004201;0,011230;0,006411;0,000000;0,023333;0,004730;0,001721;0,002500;0,008125;0,005490;0,002031;0,002000;0,008446;0,000111;0,000416;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
8;-0,002252;0,000490;-0,003016;-0,001363;0,002218;0,000250;0,002040;0,002780;0,004511;0,001347;0,001801;0,006601;4,333814;0,000438;4,333059;4,334470;8275,548412;1,989177;8272,766886;8279,032861;-590781550,366669;1071012,388725;-592633032,019458;-589318745,042944;0,024362;0,022818;0,000000;0,077844;0,041110;0,000012;0,041091;0,041133;0,998288;0,000237;0,997933;0,998726;0,001007;0,000555;0,000200;0,001900;0,003504;0,000945;0,001500;0,005001;0,016359;0,008244;0,000000;0,026756;0,006043;0,002082;0,002500;0,010000;0,006764;0,002339;0,002890;0,010222;0,000167;0,000500;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
9;-0,003142;0,000603;-0,004080;-0,002076;0,002570;0,000492;0,002040;0,003430;0,005334;0,001643;0,002101;0,007802;4,334509;0,000501;4,333622;4,335277;8275,185768;2,653287;8271,406843;8279,926997;-664806555,152218;1225162,560288;-666965104,619042;-663139698,309452;0,021280;0,019460;0,000000;0,065295;0,040816;0,000012;0,040795;0,040834;0,997854;0,000307;0,997387;0,998415;0,001190;0,000648;0,000300;0,002200;0,004144;0,001157;0,002000;0,006201;0,020926;0,010840;0,003333;0,043333;0,007273;0,002397;0,003750;0,010625;0,007854;0,002857;0,003112;0,012222;0,000167;0,000500;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10;-0,003932;0,000734;-0,005021;-0,002642;0,002943;0,000704;0,002040;0,003930;0,006295;0,001870;0,002900;0,008900;4,335276;0,000570;4,334238;4,336142;8274,404510;3,449749;8269,580517;8280,701998;-738909841,832002;1382649,155376;-741351119,611406;-737065284,843753;0,019478;0,014930;0,002536;0,052296;0,040613;0,000014;0,040590;0,040634;0,997373;0,000391;0,996787;0,998085;0,001440;0,000787;0,000300;0,002501;0,004855;0,001323;0,002700;0,007402;0,024711;0,010581;0,010000;0,046667;0,008753;0,002745;0,005000;0,012508;0,009203;0,003201;0,003779;0,014006;0,000222;0,000567;0,000000;0,001667;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;50,000000;0,000000;50,000000;50,000000;10,000000;0,000000;10,000000;10,000000;5,000000;0,000000;5,000000;5,000000;2,000000;0,000000;2,000000;2,000000;1,000000;0,000000;1,000000;1,000000;3,000000;0,000000;3,000000;3,000000;6,000000;0,000000;6,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
